compensation_id,employee_id,effective_date,monthly_income,salary_band,percent_hike,bonus_amount,stock_option_level
4671,1539,2017-12-31,50793,Low,12.77525077,37320,1
4672,1540,2015-01-01,65527,High,14.35195866,19612,0
4673,1540,2016-01-01,71317,Low,8.836196951,16933,2
4674,1541,2015-01-01,72098,High,11.2409251,38949,0
4675,1541,2016-01-01,81442,Low,12.96081429,30502,1
4676,1541,2016-12-31,91773,Medium,12.6859267,20062,0
4677,1541,2017-12-31,102082,High,11.23358688,15387,0
4678,1542,2015-01-01,82564,Medium,9.543602287,34635,0
4679,1542,2016-01-01,88520,Low,7.2142368,20083,0
4680,1542,2016-12-31,95008,Low,7.330249582,27146,3
4681,1543,2015-01-01,36585,Low,12.69923898,40651,0
4682,1543,2016-01-01,41549,Medium,13.56873192,30002,0
4683,1543,2016-12-31,46287,Low,11.40479071,21508,0
4684,1544,2015-01-01,29469,Medium,9.272456637,20638,2
4685,1544,2016-01-01,32675,Medium,10.87999894,18139,3
4686,1544,2016-12-31,36970,High,13.14653351,31989,2
4687,1545,2015-01-01,72559,Medium,14.49599313,15913,1
4688,1545,2016-01-01,79589,Medium,9.688972688,31824,1
4689,1545,2016-12-31,88056,Medium,10.63930205,49579,3
4690,1546,2015-01-01,43300,Low,12.31530695,35744,1
4691,1546,2016-01-01,47521,Low,9.750128595,38751,3
4692,1546,2016-12-31,53258,Medium,12.07327577,46652,1
4693,1547,2015-01-01,62031,High,14.97502735,42026,3
4694,1547,2016-01-01,71012,High,14.47912353,29951,2
4695,1547,2016-12-31,76481,Medium,7.702474435,24213,3
4696,1548,2015-01-01,40259,High,10.15785204,8827,3
4697,1548,2016-01-01,42757,Medium,6.206758887,36487,1
4698,1548,2016-12-31,46828,High,9.523062422,41585,2
4699,1548,2017-12-31,50025,Low,6.827469572,6925,2
4700,1549,2015-01-01,48680,Medium,11.60856626,31839,2
4701,1549,2016-01-01,52911,Medium,8.692752309,45540,0
4702,1549,2016-12-31,60177,Medium,13.73293919,21528,3
4703,1549,2017-12-31,66538,Low,10.57088657,21855,1
4704,1550,2015-01-01,43470,Low,11.47918956,29982,3
4705,1550,2016-01-01,47087,High,8.321286089,36628,0
4706,1550,2016-12-31,54015,Low,14.71483324,49006,1
4707,1550,2017-12-31,60541,High,12.08191945,29440,1
4708,1551,2015-01-01,31711,High,11.80103544,27878,3
4709,1551,2016-01-01,36268,High,14.37166217,41767,1
4710,1551,2016-12-31,38744,Medium,6.828276483,33376,0
4711,1551,2017-12-31,42439,Low,9.537781521,27285,0
4712,1552,2015-01-01,39178,Medium,10.14672212,47527,2
4713,1552,2016-01-01,45044,Low,14.97332807,14476,0
4714,1553,2015-01-01,24278,High,7.41788125,10620,0
4715,1553,2016-01-01,26748,Medium,10.17494787,20579,1
4716,1553,2016-12-31,28228,Low,5.533723844,38217,1
4717,1554,2015-01-01,41121,Low,9.458161696,13996,3
4718,1554,2016-01-01,43982,High,6.957840521,43868,1
4719,1554,2016-12-31,48015,Low,9.170119686,11984,1
4720,1555,2015-01-01,26714,Medium,10.99074081,6402,3
4721,1555,2016-01-01,30614,Medium,14.60126459,49487,0
4722,1556,2015-01-01,63521,Medium,12.12583822,20301,2
4723,1556,2016-01-01,70273,High,10.63103265,39906,2
4724,1556,2016-12-31,80160,Medium,14.07060928,28957,3
4725,1556,2017-12-31,86722,Low,8.186481695,5614,1
4726,1557,2015-01-01,62604,Medium,10.34611398,29621,3
4727,1557,2016-01-01,66249,High,5.822786838,39611,1
4728,1557,2016-12-31,71289,Low,7.60770168,34130,1
4729,1557,2017-12-31,77284,High,8.409688971,31163,2
4730,1558,2015-01-01,77258,High,8.344113786,35154,3
4731,1558,2016-01-01,86431,Low,11.87395858,14613,1
4732,1559,2015-01-01,82524,High,8.186261693,38905,3
4733,1559,2016-01-01,92682,High,12.31014926,26850,1
4734,1559,2016-12-31,106229,Low,14.6171562,13451,0
4735,1560,2015-01-01,33906,High,14.6603878,42821,2
4736,1560,2016-01-01,36557,Medium,7.819479549,31722,2
4737,1561,2015-01-01,79645,High,5.672853487,15762,1
4738,1561,2016-01-01,88320,Medium,10.8931061,42014,0
4739,1561,2016-12-31,97595,High,10.50197989,8514,2
4740,1561,2017-12-31,103087,High,5.627936549,45041,2
4741,1562,2015-01-01,27886,Medium,6.365853227,29763,0
4742,1562,2016-01-01,30071,Medium,7.837531984,28306,1
4743,1562,2016-12-31,34400,Medium,14.39761782,16371,3
4744,1562,2017-12-31,38256,High,11.21041899,36780,3
4745,1563,2015-01-01,49542,Low,6.679729771,20063,0
4746,1563,2016-01-01,54305,High,9.615922712,28800,0
4747,1563,2016-12-31,60966,High,12.26617693,41861,1
4748,1564,2015-01-01,87514,Low,10.83264411,42002,0
4749,1564,2016-01-01,94226,High,7.67031063,22172,2
4750,1565,2015-01-01,47682,Low,8.047080598,43446,3
4751,1565,2016-01-01,54489,Medium,14.27657719,37149,1
4752,1565,2016-12-31,58276,High,6.951822606,43932,2
4753,1565,2017-12-31,62264,Medium,6.844092613,38973,0
4754,1566,2015-01-01,80790,High,14.08155233,48618,3
4755,1566,2016-01-01,87609,High,8.440805725,25427,3
4756,1566,2016-12-31,93270,Low,6.461816294,25047,2
4757,1567,2015-01-01,66515,High,14.97306455,27889,0
4758,1567,2016-01-01,72090,Low,8.381822766,47174,3
4759,1567,2016-12-31,77988,Low,8.181973311,10738,3
4760,1568,2015-01-01,61258,Medium,10.51338147,49179,0
4761,1568,2016-01-01,70031,High,14.32220453,46346,3
4762,1568,2016-12-31,74893,Medium,6.943106183,33045,2
4763,1569,2015-01-01,80761,Medium,12.7781828,6674,2
4764,1569,2016-01-01,88616,High,9.726329813,42833,2
4765,1570,2015-01-01,87425,Medium,13.98221459,29110,2
4766,1570,2016-01-01,99529,Low,13.84519457,36779,2
4767,1570,2016-12-31,113068,Low,13.60339756,42739,0
4768,1571,2015-01-01,48739,Medium,6.919537165,40493,0
4769,1571,2016-01-01,54248,High,11.30334111,24511,1
4770,1571,2016-12-31,59758,Medium,10.15870394,49700,0
4771,1571,2017-12-31,67805,Medium,13.4663333,30574,1
4772,1572,2015-01-01,28142,Medium,9.865926543,23710,1
4773,1572,2016-01-01,30258,High,7.519311274,47169,3
4774,1573,2015-01-01,73835,Low,10.83194588,31621,3
4775,1573,2016-01-01,77907,Medium,5.515444476,45958,3
4776,1573,2016-12-31,87277,Low,12.02772298,8409,0
4777,1574,2015-01-01,23894,Low,10.21814331,15342,3
4778,1574,2016-01-01,27181,High,13.75895369,15528,2
4779,1574,2016-12-31,30376,High,11.75814839,44280,1
4780,1575,2015-01-01,25954,Low,5.31142377,30999,0
4781,1575,2016-01-01,29663,Low,14.29129217,41466,2
4782,1576,2015-01-01,39934,Medium,7.264924414,22582,2
4783,1576,2016-01-01,42902,Low,7.434089248,28239,2
4784,1577,2015-01-01,53605,Medium,9.318701397,13000,1
4785,1577,2016-01-01,60096,High,12.11050148,32139,0
4786,1577,2016-12-31,67995,High,13.14406256,17841,1
4787,1577,2017-12-31,73261,Low,7.746120631,39566,2
4788,1578,2015-01-01,87357,Low,13.22940572,5255,2
4789,1578,2016-01-01,92370,Medium,5.739125032,42049,0
4790,1578,2016-12-31,97277,High,5.312630542,20088,2
4791,1578,2017-12-31,104869,Medium,7.805138012,10000,2
4792,1579,2015-01-01,29010,Medium,14.76313823,21716,2
4793,1579,2016-01-01,32233,Low,11.11282965,17699,0
4794,1580,2015-01-01,32758,High,5.767319009,5367,1
4795,1580,2016-01-01,36906,Medium,12.66516675,18646,3
4796,1581,2015-01-01,82105,Medium,6.259673472,39027,1
4797,1581,2016-01-01,93653,High,14.06553189,27736,0
4798,1582,2015-01-01,35547,Low,11.97242885,49866,1
4799,1582,2016-01-01,39447,Low,10.97216684,23502,1
4800,1582,2016-12-31,42713,Medium,8.27998595,6641,3
4801,1583,2015-01-01,79920,Medium,11.74663261,40762,1
4802,1583,2016-01-01,90891,Low,13.72759413,26914,2
4803,1583,2016-12-31,102742,Low,13.03893243,35267,3
4804,1583,2017-12-31,108879,Low,5.973592731,33586,3
4805,1584,2015-01-01,66837,Low,5.589452383,40693,0
4806,1584,2016-01-01,71775,Medium,7.388750277,23332,0
4807,1584,2016-12-31,81614,Medium,13.70858472,22950,2
4808,1585,2015-01-01,79775,High,11.46014605,30264,1
4809,1585,2016-01-01,91492,High,14.68871046,31075,1
4810,1586,2015-01-01,67858,High,8.204587479,45436,0
4811,1586,2016-01-01,77254,High,13.8479176,21167,0
4812,1586,2016-12-31,84626,Medium,9.543783422,23026,1
4813,1587,2015-01-01,24116,Low,10.83491099,23962,3
4814,1587,2016-01-01,26589,Low,10.25545191,43753,0
4815,1588,2015-01-01,26510,High,6.738133711,41762,0
4816,1588,2016-01-01,29823,Low,12.49863894,14255,3
4817,1588,2016-12-31,31319,High,5.018644126,7833,2
4818,1589,2015-01-01,57095,High,7.633789465,29686,0
4819,1589,2016-01-01,64571,Low,13.09447566,41537,2
4820,1589,2016-12-31,71592,High,10.87347196,30159,1
4821,1590,2015-01-01,34045,Low,9.82862673,43345,3
4822,1590,2016-01-01,38724,Low,13.7443044,12558,0
4823,1590,2016-12-31,41612,Medium,7.459316909,39459,0
4824,1591,2015-01-01,70115,Medium,8.711402607,29812,1
4825,1591,2016-01-01,79483,High,13.36224683,11942,2
4826,1591,2016-12-31,88778,High,11.69518626,42936,2
4827,1591,2017-12-31,94318,Low,6.241275851,13121,3
4828,1592,2015-01-01,75637,High,8.822852107,5176,0
4829,1592,2016-01-01,80209,Medium,6.044928766,35820,3
4830,1592,2016-12-31,91999,Medium,14.69988418,8007,0
4831,1592,2017-12-31,98283,Medium,6.831043823,48398,2
4832,1593,2015-01-01,72327,High,7.917829933,34800,2
4833,1593,2016-01-01,77791,High,7.55465939,37739,3
4834,1593,2016-12-31,83016,High,6.717073635,12845,1
4835,1594,2015-01-01,31305,High,6.604389339,36452,1
4836,1594,2016-01-01,33481,Medium,6.954049803,31078,0
4837,1594,2016-12-31,35269,Medium,5.342460501,21857,1
4838,1595,2015-01-01,43364,High,13.70518269,30139,1
4839,1595,2016-01-01,48412,Low,11.64217777,16406,0
4840,1595,2016-12-31,55234,Low,14.09326544,25799,0
4841,1596,2015-01-01,50898,High,11.82441476,7740,1
4842,1596,2016-01-01,55492,Low,9.026351976,18096,2
4843,1596,2016-12-31,60254,Low,8.583154766,31688,0
4844,1596,2017-12-31,64439,Medium,6.945867935,13155,0
4845,1597,2015-01-01,32807,High,5.695475446,18810,0
4846,1597,2016-01-01,37457,High,14.1746542,10034,0
4847,1597,2016-12-31,42498,Medium,13.46057198,23354,0
4848,1597,2017-12-31,47801,Low,12.47976523,19714,2
4849,1598,2015-01-01,38424,Low,10.5613956,49356,0
4850,1598,2016-01-01,42181,Medium,9.778444387,6164,0
4851,1599,2015-01-01,67986,Medium,11.46488729,12065,1
4852,1599,2016-01-01,73776,Medium,8.516992477,10730,2
4853,1599,2016-12-31,83065,Medium,12.59176297,47787,1
4854,1599,2017-12-31,91565,Low,10.23408529,21840,2
4855,1600,2015-01-01,73792,High,5.735210579,47952,0
4856,1600,2016-01-01,82009,Medium,11.13552087,11353,3
4857,1601,2015-01-01,45506,Low,13.82010562,17773,2
4858,1601,2016-01-01,51478,High,13.12378621,49169,1
4859,1601,2016-12-31,54900,Low,6.648721377,22018,2
4860,1601,2017-12-31,57943,High,5.543719711,22714,0
4861,1602,2015-01-01,51776,Low,12.55301421,18589,0
4862,1602,2016-01-01,58565,High,13.1139116,19136,3
4863,1602,2016-12-31,64740,Low,10.54480327,48609,2
4864,1603,2015-01-01,74356,Medium,11.82408875,19636,3
4865,1603,2016-01-01,81792,Medium,10.00166253,48437,0
4866,1604,2015-01-01,84490,Medium,14.33877941,25523,0
4867,1604,2016-01-01,89240,Medium,5.622663984,39930,2
4868,1604,2016-12-31,99622,Low,11.6344332,45641,2
4869,1604,2017-12-31,112406,High,12.83342202,16451,0
4870,1605,2015-01-01,50219,Medium,14.23691745,35221,1
4871,1605,2016-01-01,53540,Medium,6.614574088,44027,3
4872,1605,2016-12-31,56361,Medium,5.27061712,20073,3
4873,1605,2017-12-31,60957,Low,8.155882682,22288,0
4874,1606,2015-01-01,49206,Low,5.887918391,41456,2
4875,1606,2016-01-01,52957,Medium,7.6230684,42449,0
4876,1606,2016-12-31,56217,Medium,6.156651719,20371,0
4877,1606,2017-12-31,64252,High,14.29378795,18954,0
4878,1607,2015-01-01,28324,Medium,6.122718207,17665,0
4879,1607,2016-01-01,30972,High,9.350235915,46192,1
4880,1608,2015-01-01,77940,Low,5.360878303,48467,3
4881,1608,2016-01-01,86206,Low,10.60645312,8599,0
4882,1609,2015-01-01,86436,Low,11.62614305,11797,2
4883,1609,2016-01-01,92155,Low,6.617555925,35029,3
4884,1609,2016-12-31,97345,Medium,5.63256698,48337,2
4885,1610,2015-01-01,45085,Low,9.30666073,33663,3
4886,1610,2016-01-01,47498,Medium,5.35237623,7025,0
4887,1610,2016-12-31,50313,Low,5.927786819,32645,1
4888,1610,2017-12-31,55799,Low,10.9049241,11965,3
4889,1611,2015-01-01,31049,Low,14.2540316,22874,0
4890,1611,2016-01-01,35684,High,14.92851844,6332,2
4891,1612,2015-01-01,23854,Low,14.51315705,12213,1
4892,1612,2016-01-01,25650,High,7.531720119,40992,3
4893,1613,2015-01-01,31946,High,5.378232165,36460,2
4894,1613,2016-01-01,34546,Medium,8.141360468,39127,0
4895,1613,2016-12-31,37070,Low,7.308120939,6457,0
4896,1614,2015-01-01,55855,Medium,12.65603665,22092,0
4897,1614,2016-01-01,62747,Medium,12.33927769,6290,0
4898,1615,2015-01-01,64997,Low,10.14809566,31934,3
4899,1615,2016-01-01,71065,Low,9.337224944,32095,1
4900,1616,2015-01-01,67302,Low,6.457196677,40948,2
4901,1616,2016-01-01,77354,Medium,14.93701645,18892,3
4902,1616,2016-12-31,82827,Low,7.0762969,48557,3
4903,1616,2017-12-31,89876,Medium,8.511115991,19864,3
4904,1617,2015-01-01,65577,Medium,8.193818892,23826,2
4905,1617,2016-01-01,75242,High,14.73986093,5368,0
4906,1618,2015-01-01,37826,High,9.544809244,6413,1
4907,1618,2016-01-01,39833,Low,5.306962888,10060,0
4908,1618,2016-12-31,43250,Medium,8.579006566,40886,3
4909,1619,2015-01-01,65422,High,11.66769842,25310,2
4910,1619,2016-01-01,71613,Low,9.463618982,32115,1
4911,1620,2015-01-01,43682,Low,6.591624676,5334,0
4912,1620,2016-01-01,49758,High,13.91083976,13776,0
4913,1620,2016-12-31,53119,High,6.756327697,39204,1
4914,1621,2015-01-01,86754,Medium,8.63473037,14048,2
4915,1621,2016-01-01,97713,Low,12.63297562,41967,2
4916,1622,2015-01-01,63179,High,11.00703324,30819,3
4917,1622,2016-01-01,70278,High,11.23687118,32051,1
4918,1622,2016-12-31,75201,High,7.005980653,48463,1
4919,1622,2017-12-31,85277,High,13.39909553,36764,2
4920,1623,2015-01-01,35944,High,6.23028471,10969,3
4921,1623,2016-01-01,39572,High,10.09568328,44995,0
4922,1624,2015-01-01,46439,Medium,8.014555264,35625,1
4923,1624,2016-01-01,48896,Low,5.291085917,33395,3
4924,1624,2016-12-31,53462,High,9.3383222,18781,3
4925,1625,2015-01-01,48604,High,14.62279663,13823,3
4926,1625,2016-01-01,53539,Medium,10.15424553,10319,1
4927,1625,2016-12-31,60132,Low,12.31456261,16365,3
4928,1626,2015-01-01,24816,Low,12.32654615,48943,0
4929,1626,2016-01-01,28283,High,13.97432925,32620,2
4930,1627,2015-01-01,89924,Medium,14.49909326,16103,3
4931,1627,2016-01-01,96316,Medium,7.109118492,42092,2
4932,1628,2015-01-01,30497,Medium,9.531620479,9432,0
4933,1628,2016-01-01,33268,High,9.086463257,19757,1
4934,1628,2016-12-31,36852,Medium,10.77374192,47463,1
4935,1629,2015-01-01,22481,Low,8.85722815,27392,2
4936,1629,2016-01-01,24711,Medium,9.922019197,29671,1
4937,1629,2016-12-31,28408,Medium,14.96213742,22834,2
4938,1629,2017-12-31,32642,Low,14.90613955,47206,3
4939,1630,2015-01-01,79858,High,14.81949715,20130,2
4940,1630,2016-01-01,87249,Low,9.256183171,13788,0
4941,1631,2015-01-01,55508,Low,7.926503927,32798,0
4942,1631,2016-01-01,61607,Medium,10.98838804,29495,1
4943,1632,2015-01-01,47434,Low,11.9889974,31784,1
4944,1632,2016-01-01,52208,Low,10.06579783,28441,1
4945,1633,2015-01-01,70072,Medium,10.00532483,14861,3
4946,1633,2016-01-01,78082,Medium,11.43183273,19092,0
4947,1634,2015-01-01,76979,Medium,14.90893589,44302,2
4948,1634,2016-01-01,87943,Medium,14.24316805,26330,1
4949,1634,2016-12-31,96837,Low,10.11390713,46160,3
4950,1635,2015-01-01,87388,Low,11.57428941,40903,1
4951,1635,2016-01-01,95201,Medium,8.941593294,22588,2
4952,1636,2015-01-01,76354,High,13.14291582,46782,1
4953,1636,2016-01-01,85863,Medium,12.45450834,9745,1
4954,1637,2015-01-01,61164,High,5.186824022,28475,0
4955,1637,2016-01-01,65408,High,6.938910393,45058,1
4956,1637,2016-12-31,72410,High,10.70639604,19672,1
4957,1638,2015-01-01,27438,High,13.36886351,28066,1
4958,1638,2016-01-01,30126,High,9.798652364,41697,1
4959,1638,2016-12-31,33295,Low,10.52194827,35813,1
4960,1639,2015-01-01,66959,Low,6.369563223,42023,3
4961,1639,2016-01-01,76711,High,14.56499327,10943,0
4962,1639,2016-12-31,82703,High,7.811849959,42540,3
4963,1640,2015-01-01,84917,High,11.82634354,26866,0
4964,1640,2016-01-01,96512,High,13.65504234,31200,3
4965,1640,2016-12-31,105594,Low,9.411201609,13769,1
4966,1641,2015-01-01,60168,Low,10.06031283,43027,0
4967,1641,2016-01-01,64838,High,7.76287479,32707,1
4968,1642,2015-01-01,60648,High,11.30786761,13955,3
4969,1642,2016-01-01,67800,Medium,11.79356022,14189,3
4970,1642,2016-12-31,72665,Medium,7.175760242,16305,3
4971,1642,2017-12-31,81577,Medium,12.2653905,40464,0
4972,1643,2015-01-01,42901,Low,10.54824287,49222,3
4973,1643,2016-01-01,46414,Low,8.189451206,10177,0
4974,1643,2016-12-31,49871,Medium,7.449010145,40950,1
4975,1643,2017-12-31,53770,Medium,7.819468162,31818,2
4976,1644,2015-01-01,54163,High,14.73272558,47484,0
4977,1644,2016-01-01,57851,High,6.810275036,15903,0
4978,1644,2016-12-31,63689,Medium,10.09281978,45249,2
4979,1644,2017-12-31,72528,High,13.87862996,47480,3
4980,1645,2015-01-01,44083,High,9.698902434,17056,3
4981,1645,2016-01-01,47505,Medium,7.764354583,18994,2
4982,1645,2016-12-31,50310,Low,5.906610382,17137,1
4983,1645,2017-12-31,55970,Low,11.25103181,29717,3
4984,1646,2015-01-01,38668,Low,9.074177758,29230,3
4985,1646,2016-01-01,42853,Medium,10.82373316,34132,1
4986,1646,2016-12-31,46549,Medium,8.626446572,42211,2
4987,1647,2015-01-01,52304,Medium,13.98490029,38322,3
4988,1647,2016-01-01,56771,Low,8.540471995,45630,1
4989,1647,2016-12-31,60044,Medium,5.765489127,10041,2
4990,1647,2017-12-31,67323,High,12.12407161,23499,0
4991,1648,2015-01-01,80439,High,8.485058351,12395,0
4992,1648,2016-01-01,87276,Low,8.500253054,33202,3
4993,1648,2016-12-31,94417,Medium,8.18242454,26437,3
4994,1648,2017-12-31,102253,Medium,8.300018869,38761,2
4995,1649,2015-01-01,48333,Low,6.79933985,23863,2
4996,1649,2016-01-01,53440,Medium,10.56692106,6468,2
4997,1650,2015-01-01,78825,High,5.831493527,35862,2
4998,1650,2016-01-01,84355,Low,7.016497896,9668,0
4999,1650,2016-12-31,91498,Low,8.468256722,34987,3
5000,1651,2015-01-01,75591,High,12.88239613,18417,0
5001,1651,2016-01-01,79857,High,5.644107503,29135,2
5002,1651,2016-12-31,87502,High,9.574022192,33756,0
5003,1652,2015-01-01,70408,High,14.35878082,26186,3
5004,1652,2016-01-01,75265,High,6.899744584,48609,0
5005,1653,2015-01-01,52012,High,14.46817754,25153,2
5006,1653,2016-01-01,54798,High,5.3576236,45474,3
5007,1654,2015-01-01,41870,Low,5.695670852,41840,1
5008,1654,2016-01-01,45797,Low,9.379913306,28881,3
5009,1654,2016-12-31,48658,Medium,6.247259886,13306,2
5010,1655,2015-01-01,60735,Medium,7.640825698,27399,1
5011,1655,2016-01-01,64500,Low,6.200318736,34242,1
5012,1655,2016-12-31,70628,High,9.501894034,32442,0
5013,1655,2017-12-31,79993,Low,13.25983916,42428,3
5014,1656,2015-01-01,29535,Low,14.45517295,14013,0
5015,1656,2016-01-01,31683,High,7.273572805,18665,0
5016,1657,2015-01-01,60487,High,5.24665687,15877,0
5017,1657,2016-01-01,65406,Medium,8.13264717,10356,2
5018,1657,2016-12-31,70765,High,8.193885878,9934,3
5019,1657,2017-12-31,76162,High,7.62738725,20546,3
5020,1658,2015-01-01,61765,Medium,10.25815505,24044,1
5021,1658,2016-01-01,68044,Low,10.16625331,39342,0
5022,1658,2016-12-31,72581,High,6.668460377,22441,0
5023,1658,2017-12-31,76607,High,5.547757789,43042,3
5024,1659,2015-01-01,39529,Medium,8.429953071,32848,2
5025,1659,2016-01-01,44564,Medium,12.73968375,29157,1
5026,1659,2016-12-31,47424,Low,6.418666795,11785,0
5027,1659,2017-12-31,50475,Low,6.434003689,42492,2
5028,1660,2015-01-01,48912,Low,5.532799955,13553,1
5029,1660,2016-01-01,55632,Medium,13.74014431,38680,1
5030,1660,2016-12-31,62886,High,13.04090728,33160,3
5031,1660,2017-12-31,71822,High,14.21040855,46679,1
5032,1661,2015-01-01,35452,Medium,11.2272854,20435,2
5033,1661,2016-01-01,40215,High,13.43745111,15083,0
5034,1661,2016-12-31,44911,High,11.67795867,34197,0
5035,1662,2015-01-01,49038,High,9.824181499,25045,2
5036,1662,2016-01-01,54826,Medium,11.80348175,35859,3
5037,1662,2016-12-31,59764,Medium,9.006966678,13020,3
5038,1663,2015-01-01,44832,Medium,6.954861917,9583,3
5039,1663,2016-01-01,50784,Medium,13.27814808,49129,2
5040,1663,2016-12-31,54797,Medium,7.903208928,46336,2
5041,1663,2017-12-31,60723,High,10.81496857,32912,3
5042,1664,2015-01-01,62390,Medium,12.12617078,25640,0
5043,1664,2016-01-01,68671,Medium,10.06864901,16466,0
5044,1664,2016-12-31,72572,Medium,5.681578942,48745,2
5045,1665,2015-01-01,57593,High,14.59792981,22941,2
5046,1665,2016-01-01,60611,Low,5.241721372,11785,3
5047,1665,2016-12-31,64299,Low,6.085854431,40355,0
5048,1666,2015-01-01,71381,Low,6.712489447,13698,0
5049,1666,2016-01-01,79013,High,10.69328814,17596,2
5050,1667,2015-01-01,40222,High,6.523685526,35146,3
5051,1667,2016-01-01,44754,Low,11.26815361,34487,2
5052,1667,2016-12-31,48033,Medium,7.328702575,11500,0
5053,1667,2017-12-31,52723,Medium,9.765488732,36502,2
5054,1668,2015-01-01,24905,Medium,6.77727219,20247,2
5055,1668,2016-01-01,27187,Medium,9.164137865,10865,1
5056,1669,2015-01-01,50935,Low,12.52984025,42458,1
5057,1669,2016-01-01,58515,High,14.88298787,11161,2
5058,1669,2016-12-31,61885,High,5.759395503,29152,3
5059,1669,2017-12-31,68009,Low,9.897328518,16527,2
5060,1670,2015-01-01,28743,High,9.945633258,35051,3
5061,1670,2016-01-01,32472,Medium,12.97451753,11073,0
5062,1671,2015-01-01,23571,Low,14.90302016,26526,0
5063,1671,2016-01-01,26134,High,10.87621321,38556,3
5064,1671,2016-12-31,28353,Medium,8.491545634,34507,2
5065,1671,2017-12-31,30291,Low,6.837823292,33994,0
5066,1672,2015-01-01,73480,Medium,8.192757313,44869,3
5067,1672,2016-01-01,82567,Medium,12.36673148,44632,1
5068,1672,2016-12-31,90227,High,9.277720954,8028,3
5069,1673,2015-01-01,88784,Low,13.18474924,38471,1
5070,1673,2016-01-01,96549,Medium,8.7461184,37268,0
5071,1673,2016-12-31,104601,Medium,8.340073004,8463,0
5072,1674,2015-01-01,59294,High,7.756095027,45923,0
5073,1674,2016-01-01,66045,High,11.38724525,7246,0
5074,1675,2015-01-01,25880,High,10.33439374,24016,1
5075,1675,2016-01-01,27964,High,8.056284271,15864,1
5076,1675,2016-12-31,31521,High,12.72140747,6916,3
5077,1675,2017-12-31,35420,Medium,12.36997488,43145,2
5078,1676,2015-01-01,28586,Low,12.25815027,31772,0
5079,1676,2016-01-01,32204,Medium,12.65849539,6094,2
5080,1677,2015-01-01,34642,Low,7.885827,26804,0
5081,1677,2016-01-01,38988,Medium,12.54746384,26256,2
5082,1677,2016-12-31,43982,Low,12.81085645,19864,2
5083,1677,2017-12-31,47186,Medium,7.285946013,40514,1
5084,1678,2015-01-01,80829,Low,10.54874685,26538,0
5085,1678,2016-01-01,86747,High,7.321760397,5848,3
5086,1678,2016-12-31,99622,High,14.84242309,45577,0
5087,1678,2017-12-31,111681,Low,12.10555813,17882,1
5088,1679,2015-01-01,67926,Medium,8.889126996,15530,2
5089,1679,2016-01-01,77874,Medium,14.64659787,40108,0
5090,1680,2015-01-01,35503,High,9.585477267,37414,0
5091,1680,2016-01-01,39005,Medium,9.865351051,32763,3
5092,1681,2015-01-01,84408,High,11.20542829,34289,2
5093,1681,2016-01-01,91875,High,8.846716145,13438,0
5094,1682,2015-01-01,77105,High,6.556961299,35858,1
5095,1682,2016-01-01,86005,Medium,11.54366453,18072,0
5096,1682,2016-12-31,93349,Medium,8.539840381,12396,2
5097,1682,2017-12-31,103294,Low,10.65434642,48292,0
5098,1683,2015-01-01,84869,Low,7.079694112,24419,1
5099,1683,2016-01-01,89320,Low,5.244924239,20631,3
5100,1683,2016-12-31,101874,High,14.05618886,26325,0
5101,1683,2017-12-31,111283,Medium,9.23680835,22090,0
5102,1684,2015-01-01,56041,High,14.72569142,40496,0
5103,1684,2016-01-01,64277,High,14.69781785,31513,3
5104,1685,2015-01-01,35324,Medium,11.18816241,10544,1
5105,1685,2016-01-01,39468,Low,11.7339991,13483,2
5106,1685,2016-12-31,45352,High,14.90904596,16765,0
5107,1686,2015-01-01,77639,High,12.02651051,30844,0
5108,1686,2016-01-01,85671,Medium,10.3461283,23034,0
5109,1686,2016-12-31,95053,Low,10.9521512,35072,0
5110,1687,2015-01-01,72455,High,7.950767351,36543,3
5111,1687,2016-01-01,80481,Low,11.07748758,47544,3
5112,1687,2016-12-31,86856,Medium,7.921682467,13393,3
5113,1688,2015-01-01,34007,High,13.95994222,40143,0
5114,1688,2016-01-01,37055,Low,8.96412983,7939,2
5115,1689,2015-01-01,71087,Medium,7.350384835,47096,2
5116,1689,2016-01-01,77134,Medium,8.507516075,35054,3
5117,1689,2016-12-31,86925,High,12.69449909,18203,2
5118,1689,2017-12-31,97261,Medium,11.89145986,45942,3
5119,1690,2015-01-01,81860,Medium,9.473928191,21380,1
5120,1690,2016-01-01,87664,High,7.09086891,32646,0
5121,1690,2016-12-31,99883,High,13.93953363,45438,3
5122,1690,2017-12-31,107601,High,7.727755392,21504,1
5123,1691,2015-01-01,79600,Medium,6.910600535,40987,0
5124,1691,2016-01-01,90215,High,13.33664715,35215,0
5125,1691,2016-12-31,98193,Low,8.844100515,16295,3
5126,1692,2015-01-01,59587,High,10.35475469,5439,0
5127,1692,2016-01-01,66531,Medium,11.65374972,10613,0
5128,1692,2016-12-31,76219,High,14.5624073,6143,2
5129,1693,2015-01-01,24948,High,7.072626149,22545,3
5130,1693,2016-01-01,26720,Low,7.105221417,6387,1
5131,1693,2016-12-31,30717,High,14.96191585,46792,3
5132,1694,2015-01-01,31968,Low,10.61884996,31023,2
5133,1694,2016-01-01,36041,High,12.74332372,20330,2
5134,1694,2016-12-31,39918,High,10.75767154,29267,0
5135,1694,2017-12-31,44765,Medium,12.14332016,12588,1
