skill_id,employee_id,skill_name,skill_category,proficiency_level,training_completed,certification_flag
3779,1259,SQL,Technical,4,TRUE,FALSE
3780,1259,Python,Technical,2,TRUE,TRUE
3781,1260,Power BI,Technical,2,FALSE,TRUE
3782,1260,Excel,Technical,1,TRUE,TRUE
3783,1261,SQL,Technical,4,TRUE,FALSE
3784,1261,Python,Technical,3,TRUE,FALSE
3785,1261,Excel,Technical,3,TRUE,FALSE
3786,1261,Power BI,Technical,2,TRUE,TRUE
3787,1262,SQL,Technical,4,FALSE,FALSE
3788,1262,Leadership,Soft,4,FALSE,FALSE
3789,1263,SQL,Technical,5,FALSE,FALSE
3790,1263,Communication,Soft,3,FALSE,TRUE
3791,1263,Excel,Technical,2,FALSE,FALSE
3792,1264,Leadership,Soft,1,FALSE,FALSE
3793,1264,Python,Technical,4,TRUE,FALSE
3794,1265,Excel,Technical,4,TRUE,FALSE
3795,1265,Leadership,Soft,5,TRUE,TRUE
3796,1265,Communication,Soft,4,TRUE,FALSE
3797,1266,Power BI,Technical,1,TRUE,FALSE
3798,1266,SQL,Technical,2,FALSE,FALSE
3799,1266,Python,Technical,4,TRUE,FALSE
3800,1266,Communication,Soft,2,FALSE,TRUE
3801,1267,Excel,Technical,5,FALSE,TRUE
3802,1267,Communication,Soft,2,TRUE,FALSE
3803,1267,Python,Technical,4,FALSE,FALSE
3804,1268,Leadership,Soft,2,TRUE,TRUE
3805,1268,Power BI,Technical,4,FALSE,TRUE
3806,1269,Power BI,Technical,5,TRUE,FALSE
3807,1269,Communication,Soft,4,TRUE,TRUE
3808,1269,Python,Technical,5,FALSE,FALSE
3809,1269,SQL,Technical,4,FALSE,FALSE
3810,1270,Leadership,Soft,1,FALSE,FALSE
3811,1270,Python,Technical,3,FALSE,FALSE
3812,1271,Python,Technical,5,FALSE,TRUE
3813,1271,Communication,Soft,1,TRUE,FALSE
3814,1271,Excel,Technical,1,FALSE,FALSE
3815,1272,Python,Technical,5,TRUE,TRUE
3816,1272,Excel,Technical,2,FALSE,FALSE
3817,1272,Leadership,Soft,4,FALSE,FALSE
3818,1273,Excel,Technical,5,FALSE,FALSE
3819,1273,Power BI,Technical,4,TRUE,FALSE
3820,1274,SQL,Technical,1,TRUE,TRUE
3821,1274,Python,Technical,3,TRUE,TRUE
3822,1274,Communication,Soft,1,TRUE,FALSE
3823,1274,Leadership,Soft,4,FALSE,FALSE
3824,1275,Power BI,Technical,1,FALSE,FALSE
3825,1275,Communication,Soft,3,FALSE,FALSE
3826,1275,Excel,Technical,3,TRUE,TRUE
3827,1275,SQL,Technical,4,TRUE,FALSE
3828,1276,SQL,Technical,1,FALSE,TRUE
3829,1276,Python,Technical,5,TRUE,TRUE
3830,1277,Power BI,Technical,3,FALSE,TRUE
3831,1277,Python,Technical,5,TRUE,TRUE
3832,1278,Python,Technical,2,TRUE,FALSE
3833,1278,Excel,Technical,4,TRUE,FALSE
3834,1279,Power BI,Technical,4,TRUE,TRUE
3835,1279,Leadership,Soft,1,FALSE,TRUE
3836,1279,Communication,Soft,4,TRUE,FALSE
3837,1280,Power BI,Technical,3,FALSE,FALSE
3838,1280,Communication,Soft,3,FALSE,FALSE
3839,1280,Excel,Technical,5,TRUE,FALSE
3840,1280,Leadership,Soft,4,TRUE,TRUE
3841,1281,Communication,Soft,2,FALSE,TRUE
3842,1281,Excel,Technical,3,FALSE,TRUE
3843,1281,Python,Technical,3,TRUE,TRUE
3844,1281,Power BI,Technical,1,FALSE,FALSE
3845,1282,Leadership,Soft,1,TRUE,FALSE
3846,1282,Power BI,Technical,2,FALSE,TRUE
3847,1283,Excel,Technical,4,FALSE,TRUE
3848,1283,Leadership,Soft,2,FALSE,TRUE
3849,1283,SQL,Technical,3,TRUE,TRUE
3850,1283,Python,Technical,2,TRUE,TRUE
3851,1284,Python,Technical,2,FALSE,FALSE
3852,1284,Power BI,Technical,1,FALSE,FALSE
3853,1285,Power BI,Technical,5,TRUE,TRUE
3854,1285,SQL,Technical,2,FALSE,TRUE
3855,1286,Leadership,Soft,3,FALSE,FALSE
3856,1286,Excel,Technical,5,FALSE,FALSE
3857,1286,Power BI,Technical,2,FALSE,FALSE
3858,1286,Communication,Soft,1,FALSE,FALSE
3859,1287,Communication,Soft,5,TRUE,FALSE
3860,1287,Power BI,Technical,4,TRUE,TRUE
3861,1287,SQL,Technical,2,FALSE,TRUE
3862,1287,Python,Technical,5,FALSE,FALSE
3863,1288,SQL,Technical,2,TRUE,FALSE
3864,1288,Communication,Soft,1,FALSE,TRUE
3865,1289,Excel,Technical,5,TRUE,FALSE
3866,1289,SQL,Technical,5,TRUE,TRUE
3867,1290,Communication,Soft,5,TRUE,TRUE
3868,1290,Leadership,Soft,4,FALSE,TRUE
3869,1291,Python,Technical,3,FALSE,TRUE
3870,1291,Leadership,Soft,2,FALSE,TRUE
3871,1291,Power BI,Technical,3,FALSE,FALSE
3872,1292,Excel,Technical,2,FALSE,TRUE
3873,1292,Python,Technical,5,FALSE,FALSE
3874,1292,SQL,Technical,1,FALSE,TRUE
3875,1293,Python,Technical,5,TRUE,FALSE
3876,1293,Leadership,Soft,4,FALSE,FALSE
3877,1293,Communication,Soft,1,FALSE,TRUE
3878,1293,Excel,Technical,4,FALSE,FALSE
3879,1294,Power BI,Technical,1,TRUE,TRUE
3880,1294,Leadership,Soft,2,FALSE,FALSE
3881,1294,SQL,Technical,5,FALSE,TRUE
3882,1294,Communication,Soft,3,FALSE,TRUE
3883,1295,SQL,Technical,2,FALSE,TRUE
3884,1295,Power BI,Technical,4,TRUE,FALSE
3885,1296,Communication,Soft,2,TRUE,FALSE
3886,1296,Python,Technical,3,FALSE,FALSE
3887,1297,Communication,Soft,5,FALSE,FALSE
3888,1297,Python,Technical,5,FALSE,TRUE
3889,1298,Power BI,Technical,5,FALSE,FALSE
3890,1298,SQL,Technical,2,TRUE,FALSE
3891,1298,Leadership,Soft,5,TRUE,TRUE
3892,1298,Excel,Technical,5,TRUE,TRUE
3893,1299,Excel,Technical,2,FALSE,FALSE
3894,1299,Communication,Soft,4,TRUE,TRUE
3895,1299,Python,Technical,5,FALSE,FALSE
3896,1299,Leadership,Soft,4,FALSE,FALSE
3897,1300,SQL,Technical,3,FALSE,FALSE
3898,1300,Communication,Soft,1,TRUE,FALSE
3899,1300,Excel,Technical,5,FALSE,TRUE
3900,1300,Power BI,Technical,2,FALSE,FALSE
3901,1301,Python,Technical,5,TRUE,TRUE
3902,1301,Leadership,Soft,4,FALSE,FALSE
3903,1301,Excel,Technical,4,FALSE,TRUE
3904,1301,Communication,Soft,4,TRUE,TRUE
3905,1302,Communication,Soft,3,FALSE,FALSE
3906,1302,SQL,Technical,2,TRUE,FALSE
3907,1303,Excel,Technical,1,TRUE,TRUE
3908,1303,Communication,Soft,5,TRUE,FALSE
3909,1303,Python,Technical,1,FALSE,TRUE
3910,1304,Excel,Technical,5,FALSE,TRUE
3911,1304,Python,Technical,1,FALSE,TRUE
3912,1304,SQL,Technical,2,FALSE,FALSE
3913,1304,Power BI,Technical,5,FALSE,FALSE
3914,1305,Python,Technical,2,FALSE,TRUE
3915,1305,Power BI,Technical,1,FALSE,TRUE
3916,1305,Leadership,Soft,2,FALSE,TRUE
3917,1305,Excel,Technical,1,TRUE,TRUE
3918,1306,Communication,Soft,5,TRUE,FALSE
3919,1306,Power BI,Technical,2,TRUE,FALSE
3920,1306,Python,Technical,4,TRUE,FALSE
3921,1307,Excel,Technical,5,TRUE,FALSE
3922,1307,Power BI,Technical,4,FALSE,FALSE
3923,1307,Python,Technical,1,FALSE,TRUE
3924,1308,Python,Technical,3,TRUE,TRUE
3925,1308,Excel,Technical,4,TRUE,FALSE
3926,1309,Python,Technical,1,FALSE,FALSE
3927,1309,Excel,Technical,4,FALSE,FALSE
3928,1309,Leadership,Soft,5,FALSE,FALSE
3929,1310,Power BI,Technical,2,TRUE,FALSE
3930,1310,Python,Technical,3,TRUE,TRUE
3931,1310,Communication,Soft,4,FALSE,TRUE
3932,1311,Excel,Technical,5,TRUE,TRUE
3933,1311,Communication,Soft,5,FALSE,FALSE
3934,1311,Python,Technical,1,TRUE,FALSE
3935,1311,Leadership,Soft,5,TRUE,TRUE
3936,1312,Python,Technical,4,TRUE,TRUE
3937,1312,Communication,Soft,3,FALSE,TRUE
3938,1313,Power BI,Technical,1,FALSE,FALSE
3939,1313,Excel,Technical,3,TRUE,FALSE
3940,1314,Leadership,Soft,4,FALSE,TRUE
3941,1314,Communication,Soft,5,TRUE,TRUE
3942,1314,Python,Technical,4,FALSE,FALSE
3943,1315,Python,Technical,1,TRUE,FALSE
3944,1315,Communication,Soft,1,FALSE,FALSE
3945,1315,Leadership,Soft,4,TRUE,TRUE
3946,1315,SQL,Technical,5,FALSE,FALSE
3947,1316,Excel,Technical,5,FALSE,TRUE
3948,1316,Python,Technical,4,FALSE,TRUE
3949,1316,Leadership,Soft,4,FALSE,FALSE
3950,1317,Leadership,Soft,1,TRUE,TRUE
3951,1317,SQL,Technical,2,TRUE,FALSE
3952,1317,Python,Technical,5,TRUE,FALSE
3953,1318,Python,Technical,4,TRUE,FALSE
3954,1318,Communication,Soft,1,TRUE,FALSE
3955,1318,Excel,Technical,5,TRUE,FALSE
3956,1318,SQL,Technical,5,FALSE,TRUE
3957,1319,Leadership,Soft,5,TRUE,FALSE
3958,1319,SQL,Technical,3,FALSE,TRUE
3959,1320,Python,Technical,5,TRUE,FALSE
3960,1320,Excel,Technical,2,TRUE,TRUE
3961,1320,Power BI,Technical,5,TRUE,TRUE
3962,1320,SQL,Technical,3,TRUE,FALSE
3963,1321,Communication,Soft,3,FALSE,FALSE
3964,1321,Python,Technical,5,FALSE,TRUE
3965,1322,Leadership,Soft,5,FALSE,TRUE
3966,1322,SQL,Technical,3,FALSE,FALSE
3967,1322,Power BI,Technical,1,FALSE,FALSE
3968,1323,Python,Technical,5,FALSE,TRUE
3969,1323,Excel,Technical,1,TRUE,TRUE
3970,1324,Python,Technical,3,TRUE,FALSE
3971,1324,SQL,Technical,3,TRUE,FALSE
3972,1324,Excel,Technical,5,TRUE,TRUE
3973,1324,Leadership,Soft,1,FALSE,TRUE
3974,1325,Python,Technical,4,TRUE,TRUE
3975,1325,Power BI,Technical,5,TRUE,FALSE
3976,1326,Communication,Soft,4,FALSE,TRUE
3977,1326,Excel,Technical,1,FALSE,FALSE
3978,1326,Python,Technical,3,FALSE,FALSE
3979,1327,Leadership,Soft,2,TRUE,TRUE
3980,1327,Python,Technical,1,FALSE,FALSE
3981,1327,Excel,Technical,3,FALSE,TRUE
3982,1327,SQL,Technical,3,FALSE,FALSE
3983,1328,Excel,Technical,1,FALSE,FALSE
3984,1328,Communication,Soft,3,FALSE,TRUE
3985,1329,Leadership,Soft,2,TRUE,FALSE
3986,1329,Python,Technical,1,TRUE,FALSE
3987,1329,SQL,Technical,5,FALSE,FALSE
3988,1330,Power BI,Technical,2,FALSE,TRUE
3989,1330,Python,Technical,1,FALSE,TRUE
3990,1331,Python,Technical,1,TRUE,FALSE
3991,1331,Power BI,Technical,1,TRUE,FALSE
3992,1332,Excel,Technical,2,TRUE,FALSE
3993,1332,Leadership,Soft,4,FALSE,TRUE
3994,1333,Communication,Soft,4,TRUE,FALSE
3995,1333,SQL,Technical,5,FALSE,TRUE
3996,1334,Leadership,Soft,5,FALSE,FALSE
3997,1334,Communication,Soft,2,FALSE,TRUE
3998,1334,SQL,Technical,3,FALSE,TRUE
3999,1335,Leadership,Soft,2,TRUE,TRUE
4000,1335,SQL,Technical,5,FALSE,TRUE
4001,1336,Communication,Soft,3,FALSE,FALSE
4002,1336,Python,Technical,5,TRUE,FALSE
4003,1337,Excel,Technical,3,TRUE,FALSE
4004,1337,SQL,Technical,1,TRUE,TRUE
4005,1337,Communication,Soft,2,FALSE,FALSE
4006,1337,Python,Technical,4,TRUE,TRUE
4007,1338,Python,Technical,4,TRUE,FALSE
4008,1338,Excel,Technical,4,FALSE,FALSE
4009,1339,Leadership,Soft,4,TRUE,TRUE
4010,1339,Power BI,Technical,4,FALSE,FALSE
4011,1340,Leadership,Soft,3,TRUE,FALSE
4012,1340,Excel,Technical,1,FALSE,TRUE
4013,1341,SQL,Technical,3,FALSE,FALSE
4014,1341,Excel,Technical,4,FALSE,FALSE
4015,1341,Power BI,Technical,4,FALSE,FALSE
4016,1342,Power BI,Technical,2,FALSE,FALSE
4017,1342,Python,Technical,4,TRUE,TRUE
4018,1342,Communication,Soft,5,FALSE,TRUE
4019,1342,Excel,Technical,5,TRUE,FALSE
4020,1343,SQL,Technical,1,FALSE,TRUE
4021,1343,Power BI,Technical,2,FALSE,TRUE
4022,1343,Leadership,Soft,2,FALSE,TRUE
4023,1343,Excel,Technical,1,TRUE,FALSE
4024,1344,Excel,Technical,1,TRUE,TRUE
4025,1344,Python,Technical,3,FALSE,TRUE
4026,1344,Communication,Soft,5,FALSE,TRUE
4027,1344,Power BI,Technical,5,FALSE,FALSE
4028,1345,Communication,Soft,3,FALSE,FALSE
4029,1345,Leadership,Soft,1,TRUE,TRUE
4030,1345,SQL,Technical,2,TRUE,TRUE
4031,1345,Power BI,Technical,5,FALSE,FALSE
4032,1346,Power BI,Technical,5,TRUE,FALSE
4033,1346,Excel,Technical,1,FALSE,FALSE
4034,1346,Communication,Soft,2,TRUE,FALSE
4035,1346,Python,Technical,3,FALSE,FALSE
4036,1347,Excel,Technical,5,TRUE,TRUE
4037,1347,Leadership,Soft,1,TRUE,FALSE
4038,1348,Communication,Soft,5,TRUE,TRUE
4039,1348,SQL,Technical,3,TRUE,TRUE
4040,1349,Leadership,Soft,4,TRUE,FALSE
4041,1349,SQL,Technical,5,TRUE,FALSE
4042,1349,Excel,Technical,1,TRUE,TRUE
4043,1350,Power BI,Technical,2,FALSE,FALSE
4044,1350,Communication,Soft,1,TRUE,FALSE
4045,1350,SQL,Technical,4,FALSE,TRUE
4046,1351,Communication,Soft,5,FALSE,TRUE
4047,1351,Power BI,Technical,4,FALSE,FALSE
4048,1352,Power BI,Technical,5,TRUE,TRUE
4049,1352,SQL,Technical,5,FALSE,FALSE
4050,1352,Leadership,Soft,3,TRUE,FALSE
4051,1352,Excel,Technical,4,FALSE,TRUE
4052,1353,Excel,Technical,3,FALSE,TRUE
4053,1353,Power BI,Technical,1,TRUE,FALSE
4054,1353,Leadership,Soft,4,FALSE,TRUE
4055,1353,Communication,Soft,4,TRUE,FALSE
4056,1354,Python,Technical,1,TRUE,TRUE
4057,1354,SQL,Technical,4,FALSE,FALSE
4058,1354,Communication,Soft,1,TRUE,TRUE
4059,1354,Power BI,Technical,5,FALSE,FALSE
4060,1355,Communication,Soft,2,TRUE,TRUE
4061,1355,Python,Technical,2,TRUE,TRUE
4062,1356,SQL,Technical,5,FALSE,FALSE
4063,1356,Excel,Technical,2,TRUE,FALSE
4064,1357,Python,Technical,5,TRUE,FALSE
4065,1357,Leadership,Soft,1,TRUE,FALSE
4066,1358,Leadership,Soft,4,FALSE,FALSE
4067,1358,Excel,Technical,4,TRUE,FALSE
4068,1358,SQL,Technical,1,TRUE,TRUE
4069,1359,Leadership,Soft,5,TRUE,FALSE
4070,1359,Communication,Soft,1,FALSE,FALSE
4071,1359,Excel,Technical,4,FALSE,FALSE
4072,1359,Power BI,Technical,1,TRUE,FALSE
4073,1360,Leadership,Soft,4,FALSE,FALSE
4074,1360,Excel,Technical,5,TRUE,TRUE
4075,1361,SQL,Technical,2,FALSE,TRUE
4076,1361,Excel,Technical,4,FALSE,FALSE
4077,1362,Power BI,Technical,2,FALSE,FALSE
4078,1362,Communication,Soft,3,FALSE,FALSE
4079,1362,Python,Technical,1,TRUE,FALSE
4080,1362,Excel,Technical,4,TRUE,TRUE
4081,1363,Excel,Technical,4,TRUE,TRUE
4082,1363,Leadership,Soft,4,FALSE,FALSE
4083,1364,SQL,Technical,4,FALSE,TRUE
4084,1364,Python,Technical,5,FALSE,TRUE
4085,1364,Leadership,Soft,3,TRUE,TRUE
4086,1364,Excel,Technical,1,TRUE,TRUE
4087,1365,Leadership,Soft,1,TRUE,TRUE
4088,1365,Communication,Soft,2,TRUE,FALSE
4089,1365,Power BI,Technical,4,FALSE,FALSE
4090,1365,Excel,Technical,4,FALSE,TRUE
4091,1366,SQL,Technical,4,TRUE,TRUE
4092,1366,Leadership,Soft,2,FALSE,TRUE
4093,1367,Excel,Technical,5,TRUE,TRUE
4094,1367,SQL,Technical,4,TRUE,TRUE
4095,1367,Power BI,Technical,1,FALSE,FALSE
4096,1367,Communication,Soft,3,TRUE,TRUE
4097,1368,Leadership,Soft,1,FALSE,TRUE
4098,1368,Python,Technical,1,FALSE,FALSE
4099,1368,Excel,Technical,3,FALSE,TRUE
4100,1369,Excel,Technical,4,TRUE,TRUE
4101,1369,Communication,Soft,2,FALSE,FALSE
4102,1369,Leadership,Soft,2,TRUE,TRUE
4103,1369,Python,Technical,1,FALSE,FALSE
4104,1370,Communication,Soft,1,FALSE,TRUE
4105,1370,Excel,Technical,1,TRUE,FALSE
4106,1370,Leadership,Soft,2,FALSE,TRUE
4107,1370,Python,Technical,2,FALSE,TRUE
4108,1371,Leadership,Soft,5,FALSE,TRUE
4109,1371,Python,Technical,2,FALSE,TRUE
4110,1372,Power BI,Technical,1,FALSE,TRUE
4111,1372,Communication,Soft,5,TRUE,TRUE
4112,1373,Python,Technical,1,FALSE,FALSE
4113,1373,SQL,Technical,1,TRUE,TRUE
4114,1373,Power BI,Technical,3,FALSE,FALSE
4115,1373,Communication,Soft,5,TRUE,TRUE
4116,1374,SQL,Technical,2,TRUE,TRUE
4117,1374,Power BI,Technical,5,TRUE,TRUE
4118,1375,Communication,Soft,4,FALSE,TRUE
4119,1375,Power BI,Technical,2,FALSE,FALSE
4120,1375,Excel,Technical,1,TRUE,TRUE
4121,1375,Leadership,Soft,3,FALSE,FALSE
4122,1376,Excel,Technical,5,TRUE,FALSE
4123,1376,SQL,Technical,2,TRUE,FALSE
4124,1376,Communication,Soft,2,FALSE,FALSE
4125,1376,Power BI,Technical,5,FALSE,TRUE
4126,1377,Excel,Technical,5,FALSE,FALSE
4127,1377,Leadership,Soft,4,FALSE,FALSE
4128,1377,Python,Technical,1,TRUE,TRUE
4129,1377,Communication,Soft,3,TRUE,FALSE
4130,1378,Excel,Technical,2,FALSE,TRUE
4131,1378,Communication,Soft,1,FALSE,TRUE
4132,1378,Python,Technical,2,TRUE,TRUE
4133,1378,Leadership,Soft,5,FALSE,FALSE
4134,1379,Leadership,Soft,5,FALSE,FALSE
4135,1379,Power BI,Technical,3,FALSE,FALSE
4136,1380,Python,Technical,4,TRUE,FALSE
4137,1380,Leadership,Soft,1,FALSE,FALSE
4138,1380,Communication,Soft,1,FALSE,FALSE
4139,1380,SQL,Technical,1,FALSE,TRUE
4140,1381,SQL,Technical,2,TRUE,TRUE
4141,1381,Leadership,Soft,2,TRUE,FALSE
4142,1381,Power BI,Technical,4,TRUE,TRUE
4143,1382,Leadership,Soft,2,FALSE,FALSE
4144,1382,SQL,Technical,1,TRUE,FALSE
4145,1382,Python,Technical,5,TRUE,TRUE
4146,1382,Communication,Soft,2,FALSE,FALSE
4147,1383,Communication,Soft,2,TRUE,FALSE
4148,1383,Power BI,Technical,3,TRUE,TRUE
4149,1384,Python,Technical,2,FALSE,FALSE
4150,1384,Communication,Soft,2,TRUE,FALSE
4151,1384,Power BI,Technical,2,FALSE,TRUE
4152,1385,Leadership,Soft,5,FALSE,TRUE
4153,1385,Communication,Soft,1,FALSE,TRUE
4154,1385,SQL,Technical,4,FALSE,FALSE
4155,1385,Power BI,Technical,3,FALSE,FALSE
4156,1386,Python,Technical,1,TRUE,TRUE
4157,1386,Leadership,Soft,1,FALSE,TRUE
4158,1386,Communication,Soft,3,FALSE,TRUE
4159,1386,Power BI,Technical,4,TRUE,TRUE
4160,1387,Power BI,Technical,5,TRUE,FALSE
4161,1387,Python,Technical,1,FALSE,FALSE
4162,1387,Communication,Soft,2,TRUE,TRUE
4163,1387,Leadership,Soft,3,TRUE,FALSE
4164,1388,Communication,Soft,5,FALSE,FALSE
4165,1388,SQL,Technical,3,FALSE,TRUE
4166,1388,Python,Technical,3,FALSE,TRUE
4167,1389,Leadership,Soft,5,TRUE,FALSE
4168,1389,Python,Technical,2,TRUE,FALSE
4169,1389,Power BI,Technical,2,FALSE,FALSE
4170,1389,SQL,Technical,2,FALSE,TRUE
4171,1390,Power BI,Technical,1,FALSE,TRUE
4172,1390,SQL,Technical,3,FALSE,FALSE
4173,1390,Python,Technical,3,TRUE,TRUE
4174,1391,Leadership,Soft,3,FALSE,FALSE
4175,1391,Python,Technical,5,FALSE,TRUE
4176,1391,SQL,Technical,5,FALSE,TRUE
4177,1391,Excel,Technical,5,TRUE,TRUE
4178,1392,Python,Technical,2,FALSE,FALSE
4179,1392,Communication,Soft,4,FALSE,FALSE
4180,1393,Leadership,Soft,3,TRUE,TRUE
4181,1393,Python,Technical,4,TRUE,TRUE
4182,1393,Communication,Soft,3,FALSE,TRUE
4183,1394,Python,Technical,2,TRUE,TRUE
4184,1394,Excel,Technical,3,FALSE,FALSE
4185,1394,SQL,Technical,2,FALSE,FALSE
4186,1395,Python,Technical,1,TRUE,FALSE
4187,1395,Excel,Technical,3,FALSE,FALSE
4188,1396,Python,Technical,1,FALSE,FALSE
4189,1396,Excel,Technical,1,TRUE,FALSE
4190,1396,SQL,Technical,2,TRUE,FALSE
4191,1397,Excel,Technical,2,TRUE,TRUE
4192,1397,Python,Technical,1,FALSE,TRUE
4193,1397,Leadership,Soft,1,TRUE,TRUE
4194,1397,SQL,Technical,3,TRUE,TRUE
4195,1398,SQL,Technical,4,FALSE,FALSE
4196,1398,Excel,Technical,2,FALSE,TRUE
4197,1399,Power BI,Technical,4,FALSE,FALSE
4198,1399,Leadership,Soft,2,FALSE,FALSE
4199,1399,Python,Technical,2,FALSE,FALSE
4200,1399,SQL,Technical,4,TRUE,FALSE
4201,1400,Communication,Soft,3,FALSE,FALSE
4202,1400,SQL,Technical,2,FALSE,TRUE
4203,1401,Excel,Technical,5,TRUE,FALSE
4204,1401,Leadership,Soft,4,TRUE,TRUE
4205,1402,Python,Technical,2,TRUE,TRUE
4206,1402,SQL,Technical,3,TRUE,FALSE
4207,1402,Power BI,Technical,1,FALSE,FALSE
4208,1403,SQL,Technical,5,TRUE,TRUE
4209,1403,Leadership,Soft,3,TRUE,FALSE
4210,1404,Leadership,Soft,4,TRUE,FALSE
4211,1404,Communication,Soft,3,TRUE,FALSE
4212,1405,Leadership,Soft,1,FALSE,TRUE
4213,1405,Communication,Soft,2,TRUE,FALSE
4214,1405,SQL,Technical,1,FALSE,FALSE
4215,1406,Python,Technical,1,FALSE,TRUE
4216,1406,Leadership,Soft,4,FALSE,TRUE
4217,1407,Leadership,Soft,5,TRUE,TRUE
4218,1407,Excel,Technical,5,TRUE,TRUE
4219,1407,Communication,Soft,3,FALSE,TRUE
4220,1408,Excel,Technical,3,TRUE,TRUE
4221,1408,Python,Technical,5,FALSE,FALSE
4222,1408,Communication,Soft,4,TRUE,TRUE
4223,1408,Leadership,Soft,5,FALSE,FALSE
4224,1409,Communication,Soft,3,FALSE,TRUE
4225,1409,Leadership,Soft,1,TRUE,TRUE
4226,1409,Python,Technical,4,TRUE,TRUE
4227,1410,Leadership,Soft,5,TRUE,FALSE
4228,1410,SQL,Technical,2,TRUE,TRUE
4229,1410,Python,Technical,5,FALSE,FALSE
4230,1411,Communication,Soft,5,TRUE,TRUE
4231,1411,Excel,Technical,3,FALSE,TRUE
4232,1412,Excel,Technical,1,FALSE,TRUE
4233,1412,Power BI,Technical,4,FALSE,TRUE
4234,1413,Leadership,Soft,2,FALSE,TRUE
4235,1413,Communication,Soft,2,TRUE,TRUE
4236,1413,Python,Technical,2,FALSE,TRUE
4237,1413,SQL,Technical,3,FALSE,FALSE
4238,1414,Python,Technical,2,FALSE,TRUE
4239,1414,Power BI,Technical,3,FALSE,TRUE
4240,1414,SQL,Technical,3,FALSE,TRUE
4241,1414,Leadership,Soft,1,FALSE,FALSE
4242,1415,Leadership,Soft,5,FALSE,FALSE
4243,1415,SQL,Technical,1,FALSE,TRUE
4244,1415,Communication,Soft,1,FALSE,FALSE
4245,1415,Python,Technical,1,TRUE,FALSE
4246,1416,Excel,Technical,2,FALSE,FALSE
4247,1416,Power BI,Technical,3,FALSE,TRUE
4248,1417,SQL,Technical,2,TRUE,FALSE
4249,1417,Excel,Technical,3,TRUE,TRUE
4250,1418,Python,Technical,5,TRUE,FALSE
4251,1418,SQL,Technical,3,TRUE,FALSE
4252,1418,Leadership,Soft,1,FALSE,TRUE
4253,1418,Communication,Soft,3,TRUE,TRUE
4254,1419,SQL,Technical,5,FALSE,TRUE
4255,1419,Leadership,Soft,4,TRUE,TRUE
4256,1419,Power BI,Technical,5,TRUE,FALSE
4257,1420,Communication,Soft,1,FALSE,TRUE
4258,1420,Leadership,Soft,1,TRUE,TRUE
4259,1421,Excel,Technical,1,TRUE,FALSE
4260,1421,Leadership,Soft,5,TRUE,FALSE
4261,1421,SQL,Technical,5,FALSE,TRUE
4262,1421,Python,Technical,3,FALSE,FALSE
4263,1422,Leadership,Soft,4,FALSE,TRUE
4264,1422,SQL,Technical,4,TRUE,TRUE
4265,1422,Python,Technical,5,FALSE,FALSE
4266,1422,Communication,Soft,1,TRUE,FALSE
4267,1423,Python,Technical,1,TRUE,TRUE
4268,1423,Communication,Soft,4,FALSE,FALSE
4269,1424,Excel,Technical,1,FALSE,TRUE
4270,1424,Power BI,Technical,3,FALSE,FALSE
4271,1424,SQL,Technical,2,FALSE,TRUE
4272,1425,Power BI,Technical,3,TRUE,TRUE
4273,1425,Communication,Soft,2,FALSE,TRUE
4274,1426,Python,Technical,1,TRUE,TRUE
4275,1426,Leadership,Soft,4,TRUE,TRUE
4276,1426,SQL,Technical,2,TRUE,FALSE
4277,1427,Python,Technical,3,TRUE,FALSE
4278,1427,Excel,Technical,3,FALSE,TRUE
4279,1427,Communication,Soft,1,FALSE,FALSE
4280,1428,Excel,Technical,4,TRUE,TRUE
4281,1428,Power BI,Technical,5,TRUE,TRUE
4282,1428,Communication,Soft,2,FALSE,FALSE
4283,1429,Leadership,Soft,5,TRUE,FALSE
4284,1429,Python,Technical,3,FALSE,TRUE
4285,1429,Power BI,Technical,5,TRUE,FALSE
4286,1429,SQL,Technical,5,FALSE,TRUE
4287,1430,SQL,Technical,1,FALSE,TRUE
4288,1430,Leadership,Soft,3,TRUE,TRUE
4289,1430,Power BI,Technical,5,FALSE,FALSE
4290,1430,Python,Technical,2,FALSE,TRUE
4291,1431,Power BI,Technical,3,FALSE,FALSE
4292,1431,Leadership,Soft,2,FALSE,FALSE
4293,1432,SQL,Technical,3,TRUE,TRUE
4294,1432,Power BI,Technical,5,FALSE,TRUE
4295,1433,Excel,Technical,4,FALSE,TRUE
4296,1433,Leadership,Soft,3,FALSE,TRUE
4297,1433,Python,Technical,3,FALSE,TRUE
4298,1433,SQL,Technical,2,TRUE,TRUE
4299,1434,Excel,Technical,2,TRUE,TRUE
4300,1434,Communication,Soft,5,TRUE,TRUE
4301,1435,SQL,Technical,3,FALSE,FALSE
4302,1435,Communication,Soft,4,TRUE,FALSE
4303,1435,Python,Technical,3,TRUE,TRUE
4304,1435,Leadership,Soft,3,TRUE,FALSE
4305,1436,SQL,Technical,2,FALSE,TRUE
4306,1436,Python,Technical,1,FALSE,TRUE
4307,1436,Excel,Technical,4,TRUE,TRUE
4308,1436,Power BI,Technical,4,TRUE,TRUE
4309,1437,Excel,Technical,3,FALSE,FALSE
4310,1437,SQL,Technical,1,TRUE,TRUE
4311,1437,Leadership,Soft,3,TRUE,TRUE
4312,1437,Power BI,Technical,2,FALSE,TRUE
