attrition_id,employee_id,attrition_flag,attrition_date,attrition_reason,exit_interview_score,rehire_eligible
405,3631,TRUE,3/15/2020 23:19,Salary,4,FALSE
406,2122,TRUE,7/8/2018 18:52,Manager Issues,5,FALSE
407,1875,TRUE,7/20/2027 2:49,Salary,1,FALSE
408,812,TRUE,9/21/2017 23:40,Salary,4,TRUE
409,388,TRUE,2/5/2017 4:47,Career Growth,4,TRUE
410,2883,TRUE,2/10/2019 23:10,Career Growth,3,FALSE
411,1176,TRUE,11/12/2017 22:35,Work-Life Balance,2,FALSE
412,3198,TRUE,12/30/2022 18:39,Career Growth,4,TRUE
413,2624,TRUE,3/18/2015 16:31,Manager Issues,4,TRUE
414,1352,TRUE,1/4/2014 10:15,Work-Life Balance,1,TRUE
415,411,TRUE,8/15/2014 12:31,Manager Issues,5,TRUE
416,4213,TRUE,1/7/2012 21:39,Career Growth,1,FALSE
417,110,TRUE,3/5/2019 3:45,Career Growth,3,FALSE
418,4996,TRUE,9/4/2020 14:15,Salary,4,TRUE
419,3430,TRUE,7/13/2015 19:08,Manager Issues,2,FALSE
420,2810,TRUE,6/23/2015 2:09,Work-Life Balance,4,FALSE
421,2595,TRUE,7/31/2015 19:59,Career Growth,2,TRUE
422,2837,TRUE,12/24/2023 16:29,Work-Life Balance,2,FALSE
423,2373,TRUE,9/13/2018 10:00,Career Growth,2,FALSE
424,1236,TRUE,2/22/2019 12:22,Career Growth,5,FALSE
425,2147,TRUE,12/20/2018 5:36,Salary,1,TRUE
426,4976,TRUE,2/12/2018 3:00,Work-Life Balance,3,TRUE
427,600,TRUE,9/23/2012 1:58,Career Growth,5,FALSE
428,1435,TRUE,3/7/2021 3:20,Career Growth,5,TRUE
429,4997,TRUE,10/23/2019 17:17,Salary,2,TRUE
430,539,TRUE,7/13/2016 9:13,Career Growth,5,FALSE
431,722,TRUE,9/11/2013 8:07,Salary,3,TRUE
432,4411,TRUE,6/23/2022 19:21,Salary,3,TRUE
433,1873,TRUE,1/19/2014 3:23,Salary,4,FALSE
434,2846,TRUE,5/25/2017 15:12,Career Growth,5,FALSE
435,2054,TRUE,3/26/2015 2:38,Salary,4,TRUE
436,2908,TRUE,7/15/2014 10:35,Work-Life Balance,3,TRUE
437,2255,TRUE,6/19/2022 13:20,Work-Life Balance,5,FALSE
438,3913,TRUE,7/24/2019 14:48,Work-Life Balance,2,FALSE
439,178,TRUE,8/31/2023 5:48,Work-Life Balance,2,FALSE
440,2891,TRUE,9/26/2017 18:04,Salary,5,TRUE
441,3674,TRUE,12/23/2013 8:50,Manager Issues,4,TRUE
442,81,TRUE,12/25/2023 23:29,Career Growth,4,FALSE
443,2562,TRUE,4/23/2016 16:13,Career Growth,2,FALSE
444,1724,TRUE,12/30/2016 18:23,Manager Issues,4,TRUE
445,1618,TRUE,9/3/2014 12:04,Manager Issues,2,TRUE
446,1655,TRUE,7/3/2018 17:20,Career Growth,1,FALSE
447,2329,TRUE,5/19/2021 14:09,Career Growth,2,TRUE
448,4614,TRUE,5/13/2018 18:10,Manager Issues,1,TRUE
449,222,TRUE,1/31/2021 11:49,Work-Life Balance,5,TRUE
450,94,TRUE,7/21/2023 6:47,Salary,1,FALSE
451,2610,TRUE,7/6/2024 16:49,Career Growth,3,FALSE
452,3383,TRUE,5/26/2018 21:09,Career Growth,4,TRUE
453,4416,TRUE,8/21/2014 15:02,Career Growth,1,FALSE
454,1398,TRUE,8/31/2018 0:02,Work-Life Balance,3,FALSE
455,4687,TRUE,8/18/2021 5:14,Work-Life Balance,3,FALSE
456,1293,TRUE,5/6/2019 3:44,Career Growth,4,TRUE
457,2165,TRUE,4/8/2016 5:19,Work-Life Balance,2,FALSE
458,2940,TRUE,9/10/2022 16:39,Career Growth,3,FALSE
459,3669,TRUE,6/21/2024 20:22,Salary,1,TRUE
460,813,TRUE,11/24/2014 13:09,Work-Life Balance,4,TRUE
461,1259,TRUE,12/16/2016 8:04,Salary,1,FALSE
462,890,TRUE,8/30/2018 1:30,Manager Issues,2,FALSE
463,1452,TRUE,12/29/2017 7:36,Career Growth,4,FALSE
464,3317,TRUE,11/4/2024 6:28,Work-Life Balance,3,TRUE
465,2560,TRUE,1/31/2014 23:22,Salary,1,FALSE
466,3575,TRUE,1/27/2021 8:13,Work-Life Balance,1,TRUE
467,2681,TRUE,2/18/2020 14:18,Manager Issues,3,TRUE
468,4652,TRUE,11/5/2021 6:12,Salary,3,TRUE
469,4812,TRUE,3/17/2024 15:49,Manager Issues,2,FALSE
470,4680,TRUE,9/3/2025 16:00,Manager Issues,2,FALSE
471,2965,TRUE,2/22/2027 14:57,Salary,3,FALSE
472,2673,TRUE,5/16/2027 21:40,Work-Life Balance,4,TRUE
473,562,TRUE,9/7/2019 23:47,Salary,3,TRUE
474,2779,TRUE,12/16/2024 12:43,Manager Issues,3,FALSE
475,2949,TRUE,11/24/2015 22:06,Career Growth,5,FALSE
476,2818,TRUE,12/3/2017 18:23,Salary,4,TRUE
477,2759,TRUE,5/12/2021 2:33,Career Growth,4,FALSE
478,1757,TRUE,7/26/2024 21:20,Work-Life Balance,2,FALSE
479,725,TRUE,10/3/2021 15:46,Salary,2,TRUE
480,220,TRUE,7/29/2026 17:42,Career Growth,2,TRUE
481,4140,TRUE,5/26/2021 15:46,Manager Issues,1,FALSE
482,3958,TRUE,11/29/2013 4:07,Work-Life Balance,4,TRUE
483,1589,TRUE,10/28/2023 14:56,Career Growth,5,TRUE
484,3348,TRUE,7/3/2024 13:43,Work-Life Balance,2,FALSE
485,3971,TRUE,5/15/2024 6:03,Salary,2,TRUE
486,4708,TRUE,10/14/2025 3:31,Career Growth,2,FALSE
487,44,TRUE,10/14/2019 15:13,Salary,2,TRUE
488,3002,TRUE,12/28/2024 17:36,Salary,2,FALSE
489,211,TRUE,9/12/2015 2:49,Manager Issues,1,TRUE
490,678,TRUE,10/15/2020 12:21,Career Growth,5,TRUE
491,355,TRUE,8/18/2018 23:05,Career Growth,4,TRUE
492,1434,TRUE,7/26/2023 0:36,Career Growth,5,FALSE
493,950,TRUE,12/17/2020 14:01,Work-Life Balance,3,TRUE
494,2844,TRUE,5/5/2013 12:41,Work-Life Balance,4,TRUE
495,578,TRUE,3/20/2013 2:15,Work-Life Balance,2,TRUE
496,3929,TRUE,3/15/2020 4:49,Work-Life Balance,3,TRUE
497,545,TRUE,6/16/2019 2:59,Career Growth,3,FALSE
498,368,TRUE,8/10/2017 20:16,Career Growth,3,TRUE
499,1613,TRUE,5/31/2015 14:29,Work-Life Balance,3,TRUE
500,3551,TRUE,10/18/2012 20:46,Manager Issues,2,TRUE
501,3717,TRUE,9/15/2014 6:31,Career Growth,3,TRUE
502,3780,TRUE,2/1/2019 16:32,Work-Life Balance,5,FALSE
503,136,TRUE,10/11/2020 12:02,Salary,2,TRUE
504,4481,TRUE,12/12/2016 8:23,Manager Issues,3,FALSE
505,1438,TRUE,1/5/2013 4:58,Career Growth,3,FALSE
506,48,TRUE,12/7/2021 18:50,Manager Issues,5,FALSE
507,1361,TRUE,6/12/2022 15:06,Work-Life Balance,1,TRUE
508,735,TRUE,9/27/2024 16:21,Salary,1,FALSE
509,1535,TRUE,3/28/2017 1:49,Salary,5,TRUE
510,2005,TRUE,1/24/2017 20:41,Work-Life Balance,1,FALSE
511,3796,TRUE,10/20/2020 3:53,Manager Issues,4,TRUE
512,2520,TRUE,7/2/2016 22:57,Career Growth,4,TRUE
513,1973,TRUE,6/21/2025 14:07,Work-Life Balance,4,TRUE
514,997,TRUE,8/12/2014 23:28,Manager Issues,1,FALSE
515,62,TRUE,6/5/2017 17:34,Work-Life Balance,4,TRUE
516,1109,TRUE,7/18/2023 9:36,Salary,4,FALSE
517,2406,TRUE,12/20/2014 18:59,Career Growth,1,TRUE
518,96,TRUE,8/27/2018 8:22,Work-Life Balance,5,TRUE
519,479,TRUE,8/22/2022 11:54,Salary,2,TRUE
520,4360,TRUE,2/10/2020 19:33,Work-Life Balance,4,FALSE
521,4113,TRUE,4/8/2020 23:13,Salary,1,FALSE
522,3708,TRUE,3/6/2023 3:23,Salary,2,TRUE
523,1102,TRUE,1/9/2024 2:15,Career Growth,2,TRUE
524,2747,TRUE,6/20/2017 12:14,Salary,3,TRUE
525,2171,TRUE,3/17/2013 1:44,Career Growth,2,TRUE
526,323,TRUE,9/5/2017 14:31,Career Growth,4,TRUE
527,4255,TRUE,12/1/2012 17:20,Salary,5,TRUE
528,3143,TRUE,7/14/2022 2:53,Salary,4,FALSE
529,3538,TRUE,11/9/2025 7:09,Career Growth,3,TRUE
530,4926,TRUE,2/14/2021 10:02,Work-Life Balance,2,FALSE
531,2925,TRUE,8/7/2016 14:45,Work-Life Balance,3,FALSE
532,1150,TRUE,10/4/2019 6:01,Work-Life Balance,4,TRUE
533,3618,TRUE,3/14/2016 20:27,Manager Issues,4,TRUE
534,292,TRUE,11/2/2023 19:40,Salary,4,FALSE
535,3750,TRUE,8/3/2014 7:25,Career Growth,5,FALSE
536,3587,TRUE,1/8/2023 8:18,Manager Issues,4,FALSE
537,534,TRUE,1/1/2026 5:01,Salary,4,TRUE
538,3608,TRUE,5/11/2013 3:04,Career Growth,2,TRUE
539,2649,TRUE,5/12/2021 1:39,Salary,5,FALSE
540,4811,TRUE,1/17/2021 23:33,Work-Life Balance,2,FALSE
541,1984,TRUE,10/25/2019 22:43,Manager Issues,3,TRUE
542,2933,TRUE,4/30/2018 3:18,Career Growth,1,FALSE
543,1537,TRUE,9/2/2017 10:42,Salary,2,TRUE
544,4535,TRUE,9/28/2026 0:42,Career Growth,5,TRUE
545,4173,TRUE,10/21/2022 9:15,Career Growth,2,FALSE
546,3361,TRUE,11/24/2018 4:31,Career Growth,1,TRUE
547,3666,TRUE,11/26/2018 14:24,Work-Life Balance,2,TRUE
548,4006,TRUE,5/30/2012 19:39,Career Growth,1,FALSE
549,3627,TRUE,11/18/2022 13:13,Manager Issues,5,TRUE
550,587,TRUE,12/4/2015 3:31,Manager Issues,2,TRUE
551,3257,TRUE,6/6/2022 20:54,Salary,5,FALSE
552,2299,TRUE,11/22/2012 3:53,Salary,5,TRUE
553,3989,TRUE,7/1/2014 7:19,Career Growth,3,TRUE
554,585,TRUE,2/6/2016 14:09,Work-Life Balance,3,TRUE
555,2424,TRUE,5/8/2016 19:41,Manager Issues,2,FALSE
556,1392,TRUE,7/31/2021 17:34,Career Growth,2,TRUE
557,4526,TRUE,4/24/2019 8:18,Manager Issues,5,FALSE
558,4921,TRUE,6/3/2023 22:51,Salary,3,TRUE
559,4801,TRUE,12/27/2018 8:42,Work-Life Balance,2,FALSE
560,3241,TRUE,5/22/2017 2:19,Manager Issues,2,FALSE
561,4282,TRUE,5/8/2023 18:12,Salary,2,TRUE
562,3339,TRUE,3/24/2012 18:40,Manager Issues,3,FALSE
563,3221,TRUE,2/26/2017 20:43,Career Growth,2,TRUE
564,2112,TRUE,12/4/2018 14:19,Manager Issues,5,TRUE
565,1175,TRUE,8/30/2020 19:06,Manager Issues,2,FALSE
566,4863,TRUE,10/29/2012 3:50,Career Growth,4,TRUE
567,3812,TRUE,4/26/2016 5:21,Work-Life Balance,1,FALSE
568,1868,TRUE,7/6/2023 17:02,Work-Life Balance,5,TRUE
569,2615,TRUE,7/20/2014 19:33,Career Growth,2,FALSE
570,3867,TRUE,10/16/2012 1:58,Work-Life Balance,4,FALSE
571,4886,TRUE,7/18/2012 4:25,Work-Life Balance,3,TRUE
572,3779,TRUE,5/4/2023 0:34,Career Growth,5,TRUE
573,3847,TRUE,11/15/2015 23:19,Manager Issues,5,TRUE
574,2417,TRUE,5/2/2018 6:07,Work-Life Balance,2,TRUE
575,71,TRUE,4/24/2023 10:33,Salary,3,FALSE
576,4881,TRUE,1/10/2024 14:17,Salary,2,TRUE
577,1127,TRUE,8/1/2012 13:18,Career Growth,4,FALSE
578,4025,TRUE,1/8/2016 7:27,Salary,1,FALSE
579,3251,TRUE,3/14/2023 10:27,Salary,3,TRUE
580,3902,TRUE,8/28/2022 19:01,Career Growth,1,TRUE
581,1096,TRUE,6/23/2019 3:55,Salary,4,FALSE
582,4546,TRUE,9/3/2023 12:01,Salary,5,FALSE
583,1213,TRUE,11/3/2020 6:44,Manager Issues,4,TRUE
584,3922,TRUE,5/21/2013 20:59,Career Growth,1,TRUE
585,1426,TRUE,6/24/2022 17:17,Work-Life Balance,3,FALSE
586,3067,TRUE,3/20/2019 6:38,Career Growth,2,TRUE
587,4520,TRUE,4/20/2019 17:59,Salary,1,FALSE
588,2101,TRUE,1/22/2023 16:13,Salary,3,FALSE
589,808,TRUE,12/11/2019 12:02,Work-Life Balance,1,FALSE
590,4744,TRUE,6/11/2019 11:39,Work-Life Balance,5,TRUE
591,3751,TRUE,10/28/2024 11:18,Manager Issues,5,FALSE
592,1363,TRUE,12/28/2024 4:47,Salary,2,TRUE
593,2318,TRUE,1/1/2022 3:14,Salary,5,TRUE
594,4582,TRUE,4/2/2023 8:52,Salary,4,FALSE
595,4742,TRUE,10/29/2015 17:46,Manager Issues,2,FALSE
596,1026,TRUE,6/6/2019 6:04,Career Growth,1,TRUE
597,3110,TRUE,1/29/2019 5:37,Work-Life Balance,4,TRUE
598,2111,TRUE,4/2/2017 0:46,Manager Issues,3,TRUE
599,1042,TRUE,5/17/2021 16:37,Manager Issues,1,TRUE
600,1877,TRUE,10/31/2023 23:33,Salary,5,FALSE
601,882,TRUE,6/24/2015 6:28,Work-Life Balance,1,TRUE
602,4300,TRUE,9/27/2014 0:27,Career Growth,5,TRUE
603,1193,TRUE,5/25/2016 7:03,Salary,4,TRUE
604,4588,TRUE,4/1/2016 1:26,Manager Issues,4,FALSE
605,4511,TRUE,5/7/2023 13:54,Manager Issues,4,TRUE
606,3671,TRUE,2/18/2015 7:23,Work-Life Balance,2,TRUE
607,625,TRUE,3/9/2017 22:05,Work-Life Balance,5,TRUE
608,2797,TRUE,10/4/2025 23:57,Work-Life Balance,1,TRUE
609,4292,TRUE,12/8/2018 23:01,Salary,1,TRUE
610,4969,TRUE,12/3/2019 23:09,Manager Issues,1,FALSE
611,234,TRUE,4/16/2018 10:14,Work-Life Balance,2,TRUE
612,4567,TRUE,11/6/2019 4:32,Career Growth,2,FALSE
613,1663,TRUE,5/19/2024 7:54,Work-Life Balance,5,FALSE
614,416,TRUE,3/9/2026 23:47,Work-Life Balance,2,TRUE
615,4247,TRUE,4/29/2011 15:49,Salary,4,TRUE
616,2174,TRUE,6/25/2020 18:23,Salary,1,FALSE
617,1457,TRUE,5/17/2018 16:10,Salary,4,FALSE
618,747,TRUE,6/8/2018 1:43,Salary,2,FALSE
619,18,TRUE,9/28/2024 1:11,Work-Life Balance,1,FALSE
620,1201,TRUE,4/11/2015 15:26,Manager Issues,3,FALSE
621,1700,TRUE,12/1/2022 7:13,Career Growth,4,TRUE
622,3254,TRUE,8/10/2013 2:56,Career Growth,3,TRUE
623,597,TRUE,7/31/2021 4:43,Manager Issues,5,TRUE
624,3227,TRUE,1/27/2021 16:50,Career Growth,4,FALSE
625,4406,TRUE,4/23/2019 3:19,Work-Life Balance,1,TRUE
626,4720,TRUE,10/2/2019 1:56,Manager Issues,1,TRUE
627,1506,TRUE,2/17/2016 8:30,Salary,3,FALSE
628,1413,TRUE,8/18/2015 2:53,Salary,1,TRUE
629,1966,TRUE,4/17/2017 17:03,Salary,4,FALSE
630,372,TRUE,2/2/2020 14:36,Work-Life Balance,2,FALSE
631,1341,TRUE,7/17/2025 11:12,Salary,2,FALSE
632,599,TRUE,5/18/2015 1:03,Salary,1,TRUE
633,239,TRUE,8/19/2023 20:00,Salary,5,FALSE
634,3401,TRUE,3/3/2023 13:37,Career Growth,4,TRUE
635,2068,TRUE,11/24/2023 8:55,Manager Issues,5,FALSE
636,811,TRUE,3/13/2018 13:45,Career Growth,3,TRUE
637,1095,TRUE,12/1/2024 15:28,Work-Life Balance,1,FALSE
638,4325,TRUE,8/26/2019 5:38,Work-Life Balance,3,TRUE
639,4761,TRUE,6/19/2018 19:09,Work-Life Balance,5,FALSE
640,3677,TRUE,2/5/2012 0:25,Career Growth,4,TRUE
641,3465,TRUE,4/16/2018 17:47,Manager Issues,5,TRUE
642,3104,TRUE,1/14/2014 8:06,Salary,2,TRUE
643,2750,TRUE,8/24/2011 12:12,Work-Life Balance,5,FALSE
644,2296,TRUE,4/22/2025 4:16,Work-Life Balance,5,FALSE
645,4193,TRUE,10/23/2018 21:44,Career Growth,5,TRUE
646,3709,TRUE,9/26/2022 23:30,Salary,5,TRUE
647,3019,TRUE,4/6/2019 17:45,Salary,4,TRUE
648,4253,TRUE,8/28/2012 23:40,Career Growth,1,FALSE
649,804,TRUE,3/19/2021 11:11,Career Growth,4,TRUE
650,4191,TRUE,2/16/2016 7:44,Career Growth,3,FALSE
651,3706,TRUE,2/4/2025 16:53,Manager Issues,2,TRUE
652,752,TRUE,5/13/2021 6:48,Work-Life Balance,1,FALSE
653,4645,TRUE,3/30/2026 15:57,Work-Life Balance,2,TRUE
654,2532,TRUE,7/4/2022 11:20,Work-Life Balance,2,FALSE
655,622,TRUE,9/9/2017 19:40,Manager Issues,1,FALSE
656,2298,TRUE,3/31/2012 14:59,Career Growth,1,TRUE
657,3829,TRUE,11/9/2014 17:18,Work-Life Balance,3,TRUE
658,567,TRUE,4/14/2024 18:10,Work-Life Balance,4,TRUE
659,1136,TRUE,4/7/2024 6:37,Work-Life Balance,1,TRUE
660,1205,TRUE,5/10/2019 20:17,Manager Issues,3,TRUE
661,1048,TRUE,11/12/2018 2:07,Career Growth,5,FALSE
662,52,TRUE,10/26/2012 11:46,Work-Life Balance,1,FALSE
663,3652,TRUE,6/26/2018 13:18,Work-Life Balance,4,FALSE
664,1045,TRUE,4/30/2023 4:45,Manager Issues,5,TRUE
665,2182,TRUE,7/21/2019 11:29,Career Growth,5,FALSE
666,2689,TRUE,12/28/2021 4:19,Career Growth,5,TRUE
667,535,TRUE,11/27/2026 0:21,Work-Life Balance,5,FALSE
668,3185,TRUE,12/29/2020 10:27,Salary,2,FALSE
669,3858,TRUE,5/12/2019 0:06,Manager Issues,4,TRUE
670,444,TRUE,11/13/2023 16:44,Salary,3,TRUE
671,3605,TRUE,2/28/2019 6:10,Salary,1,TRUE
672,196,TRUE,4/17/2021 18:00,Work-Life Balance,3,FALSE
673,1116,TRUE,5/13/2023 12:56,Work-Life Balance,2,FALSE
674,766,TRUE,6/29/2013 4:12,Work-Life Balance,5,FALSE
675,1946,TRUE,12/29/2017 12:32,Manager Issues,1,TRUE
676,3248,TRUE,2/21/2016 16:00,Manager Issues,4,FALSE
677,3003,TRUE,9/3/2023 18:04,Manager Issues,1,FALSE
678,1433,TRUE,12/9/2019 13:23,Salary,1,FALSE
679,4201,TRUE,7/24/2019 15:44,Manager Issues,3,TRUE
680,3096,TRUE,7/4/2022 21:42,Career Growth,5,FALSE
681,2923,TRUE,9/29/2017 9:34,Manager Issues,4,FALSE
682,645,TRUE,7/27/2017 19:49,Work-Life Balance,1,FALSE
683,1050,TRUE,10/26/2022 14:37,Salary,2,FALSE
684,3746,TRUE,10/20/2016 17:06,Manager Issues,2,TRUE
685,4094,TRUE,12/13/2019 21:43,Work-Life Balance,5,FALSE
686,4404,TRUE,11/11/2014 2:13,Work-Life Balance,1,TRUE
687,121,TRUE,3/6/2019 5:43,Career Growth,5,FALSE
688,2053,TRUE,5/28/2013 0:23,Career Growth,1,TRUE
689,4259,TRUE,11/30/2016 7:04,Manager Issues,4,FALSE
690,4889,TRUE,12/30/2017 15:08,Salary,2,TRUE
691,4335,TRUE,6/8/2013 5:00,Salary,3,FALSE
692,4692,TRUE,1/22/2023 0:39,Manager Issues,5,FALSE
693,135,TRUE,2/1/2015 7:46,Manager Issues,4,FALSE
694,2461,TRUE,10/29/2022 6:46,Manager Issues,2,FALSE
695,1955,TRUE,1/29/2023 1:26,Salary,4,TRUE
696,2464,TRUE,4/9/2025 16:55,Career Growth,3,TRUE
697,185,TRUE,8/9/2016 7:42,Salary,1,TRUE
698,1393,TRUE,7/13/2021 21:05,Work-Life Balance,1,FALSE
699,2277,TRUE,12/25/2021 5:22,Career Growth,4,TRUE
700,512,TRUE,8/17/2021 10:40,Work-Life Balance,4,FALSE
701,4730,TRUE,12/4/2023 3:35,Salary,5,TRUE
702,4055,TRUE,12/11/2018 1:29,Work-Life Balance,4,FALSE
703,3138,TRUE,2/18/2019 15:29,Salary,1,FALSE
704,2670,TRUE,12/13/2017 16:31,Career Growth,4,FALSE
705,4774,TRUE,6/11/2016 14:58,Career Growth,2,FALSE
706,4862,TRUE,8/6/2024 9:29,Career Growth,2,FALSE
707,2118,TRUE,7/26/2016 12:55,Work-Life Balance,1,TRUE
708,252,TRUE,11/10/2015 22:18,Manager Issues,4,FALSE
709,3527,TRUE,7/12/2015 2:36,Career Growth,4,TRUE
710,3560,TRUE,4/7/2022 9:51,Salary,4,TRUE
711,4012,TRUE,6/15/2018 21:08,Work-Life Balance,2,FALSE
712,1508,TRUE,6/28/2023 6:08,Career Growth,1,FALSE
713,123,TRUE,6/19/2021 6:11,Manager Issues,5,TRUE
714,4260,TRUE,7/10/2022 17:30,Career Growth,2,TRUE
715,3334,TRUE,7/9/2021 5:26,Work-Life Balance,1,FALSE
716,1872,TRUE,6/22/2019 23:23,Work-Life Balance,1,TRUE
717,3693,TRUE,11/19/2015 16:17,Manager Issues,5,TRUE
718,568,TRUE,11/10/2021 13:25,Manager Issues,3,TRUE
719,1372,TRUE,2/1/2012 9:42,Salary,5,FALSE
720,3186,TRUE,11/8/2018 19:19,Career Growth,5,TRUE
721,3956,TRUE,11/12/2020 23:12,Work-Life Balance,1,FALSE
722,1057,TRUE,2/11/2025 14:37,Manager Issues,3,TRUE
723,857,TRUE,5/31/2023 8:55,Work-Life Balance,3,TRUE
724,3839,TRUE,7/4/2023 5:09,Manager Issues,4,FALSE
725,2861,TRUE,8/10/2015 8:51,Salary,5,FALSE
726,4770,TRUE,5/17/2015 13:22,Career Growth,5,FALSE
727,777,TRUE,11/13/2019 14:20,Manager Issues,3,FALSE
728,721,TRUE,10/29/2019 23:11,Work-Life Balance,3,TRUE
729,2711,TRUE,12/14/2026 8:48,Work-Life Balance,3,TRUE
730,2655,TRUE,10/12/2019 19:43,Salary,1,TRUE
731,4878,TRUE,1/13/2016 5:53,Salary,1,TRUE
732,603,TRUE,9/24/2025 1:14,Manager Issues,1,TRUE
733,3823,TRUE,12/20/2015 8:23,Career Growth,5,TRUE
734,1245,TRUE,7/15/2019 18:30,Manager Issues,3,TRUE
735,4846,TRUE,9/2/2024 1:32,Work-Life Balance,1,FALSE
736,4842,TRUE,11/21/2024 12:45,Manager Issues,4,TRUE
737,319,TRUE,12/25/2020 6:09,Salary,3,FALSE
738,829,TRUE,3/18/2020 1:02,Manager Issues,3,TRUE
739,3264,TRUE,11/7/2013 15:23,Salary,3,TRUE
740,275,TRUE,7/4/2017 17:15,Work-Life Balance,1,TRUE
741,2665,TRUE,8/3/2017 20:14,Career Growth,2,TRUE
742,550,TRUE,5/26/2023 17:42,Manager Issues,4,FALSE
743,3642,TRUE,11/24/2013 18:40,Salary,4,TRUE
744,4054,TRUE,4/26/2017 14:33,Manager Issues,2,TRUE
745,4893,TRUE,12/17/2018 7:57,Salary,4,TRUE
746,2935,TRUE,11/2/2015 13:56,Salary,1,TRUE
747,606,TRUE,8/28/2015 13:14,Salary,3,TRUE
748,897,TRUE,10/19/2025 5:39,Manager Issues,2,TRUE
749,528,TRUE,8/22/2016 7:18,Salary,3,FALSE
750,4608,TRUE,7/18/2022 8:41,Manager Issues,4,FALSE
751,2348,TRUE,10/8/2015 7:41,Salary,5,FALSE
752,3440,TRUE,11/14/2024 19:17,Career Growth,4,FALSE
753,4999,TRUE,6/9/2021 5:26,Salary,4,FALSE
754,4827,TRUE,9/29/2020 18:14,Manager Issues,2,FALSE
755,3923,TRUE,12/18/2021 2:23,Manager Issues,3,FALSE
756,299,TRUE,1/2/2027 22:39,Manager Issues,2,TRUE
757,2120,TRUE,7/21/2016 0:44,Work-Life Balance,1,FALSE
758,2537,TRUE,11/10/2022 6:54,Career Growth,3,FALSE
759,4204,TRUE,12/26/2020 17:09,Career Growth,1,FALSE
760,3255,TRUE,9/25/2021 20:49,Career Growth,1,FALSE
761,3726,TRUE,1/18/2017 12:34,Work-Life Balance,2,TRUE
762,1261,TRUE,9/10/2014 14:58,Work-Life Balance,4,FALSE
763,1559,TRUE,6/4/2018 8:23,Career Growth,5,FALSE
764,3270,TRUE,11/18/2015 12:43,Salary,4,FALSE
765,4047,TRUE,11/29/2014 7:00,Salary,4,FALSE
766,757,TRUE,8/1/2026 17:04,Career Growth,3,TRUE
767,1011,TRUE,7/24/2014 23:05,Salary,2,TRUE
768,2795,TRUE,7/4/2016 22:42,Manager Issues,3,FALSE
769,2906,TRUE,1/9/2020 3:13,Work-Life Balance,5,TRUE
770,1871,TRUE,4/21/2018 0:47,Career Growth,2,FALSE
771,2230,TRUE,3/25/2018 19:51,Salary,4,TRUE
772,1174,TRUE,3/19/2016 8:04,Career Growth,1,TRUE
773,1833,TRUE,8/5/2017 15:02,Career Growth,4,TRUE
774,377,TRUE,10/24/2016 6:05,Manager Issues,4,TRUE
775,3854,TRUE,5/19/2022 23:21,Work-Life Balance,2,FALSE
776,3617,TRUE,12/22/2016 22:52,Work-Life Balance,4,TRUE
777,799,TRUE,8/21/2022 16:19,Career Growth,5,FALSE
778,379,TRUE,6/8/2022 21:00,Manager Issues,4,FALSE
779,1159,TRUE,11/20/2014 3:05,Salary,1,TRUE
780,3820,TRUE,9/4/2021 13:49,Work-Life Balance,2,TRUE
781,2793,TRUE,10/6/2017 12:52,Career Growth,5,TRUE
782,2241,TRUE,7/12/2013 21:12,Salary,2,FALSE
783,4036,TRUE,10/21/2016 4:34,Career Growth,1,FALSE
784,2663,TRUE,1/31/2015 8:09,Salary,3,TRUE
785,4013,TRUE,5/25/2017 12:39,Salary,5,FALSE
786,2958,TRUE,3/26/2014 20:18,Salary,1,TRUE
787,3928,TRUE,9/19/2026 19:24,Salary,3,TRUE
788,1039,TRUE,4/9/2025 19:31,Salary,1,TRUE
789,3260,TRUE,10/2/2020 7:11,Salary,3,TRUE
790,1345,TRUE,12/24/2014 0:18,Manager Issues,3,FALSE
791,2506,TRUE,4/11/2018 16:48,Salary,2,TRUE
792,1722,TRUE,5/8/2017 8:26,Salary,4,FALSE
793,4664,TRUE,9/21/2018 13:44,Work-Life Balance,4,FALSE
794,176,TRUE,8/3/2018 15:40,Work-Life Balance,1,FALSE
795,4894,TRUE,2/9/2014 18:50,Salary,3,TRUE
796,1910,TRUE,5/11/2023 7:18,Career Growth,4,FALSE
797,46,TRUE,8/18/2017 9:45,Work-Life Balance,1,TRUE
798,3410,TRUE,5/28/2013 13:33,Manager Issues,1,FALSE
799,4675,TRUE,12/27/2014 8:04,Manager Issues,5,TRUE
800,1076,TRUE,2/19/2016 0:58,Manager Issues,2,TRUE
801,2830,TRUE,2/20/2024 8:14,Work-Life Balance,2,FALSE
802,1505,TRUE,10/4/2018 8:25,Manager Issues,3,FALSE
803,2310,TRUE,2/4/2021 10:39,Manager Issues,4,FALSE
804,1437,TRUE,3/13/2024 11:52,Career Growth,3,TRUE
805,2419,TRUE,9/21/2022 20:52,Career Growth,4,TRUE
806,3987,TRUE,1/20/2021 8:57,Work-Life Balance,4,TRUE
807,3099,TRUE,7/13/2016 11:18,Salary,4,FALSE
808,4589,TRUE,5/26/2017 2:20,Career Growth,4,TRUE
809,284,TRUE,1/21/2020 22:05,Salary,4,TRUE
810,4919,TRUE,2/23/2013 2:24,Career Growth,5,TRUE
811,843,TRUE,1/13/2024 13:46,Career Growth,5,TRUE
