job_history_id,employee_id,department_id,job_role,job_level,start_date,end_date,promotion_flag,job_change_reason
956,473,17,Manager,5,2015-06-29 02:42:29,2016-08-25 02:42:29,False,Role Change
957,473,17,Manager,5,2016-08-25 02:42:29,2018-10-04 02:42:29,True,Role Change
958,473,17,Manager,5,2018-10-04 02:42:29,,True,Transfer
959,474,2,HR Manager,5,2011-04-04 17:39:59,,False,Transfer
960,475,5,HR Manager,1,2010-01-23 10:12:16,,False,Role Change
961,476,16,Data Analyst,1,2018-01-18 13:57:50,,False,Role Change
962,477,11,Manager,1,2018-07-13 20:47:47,2020-10-17 20:47:47,False,Promotion
963,477,11,Manager,1,2020-10-17 20:47:47,,True,Transfer
964,478,6,Software Engineer,2,2020-06-23 12:59:21,,False,Role Change
965,479,11,Data Analyst,2,2019-05-30 11:54:09,2020-08-01 11:54:09,False,Promotion
966,479,11,Data Analyst,2,2020-08-01 11:54:09,2021-11-26 11:54:09,True,Promotion
967,479,11,Data Analyst,2,2021-11-26 11:54:09,,True,Role Change
968,480,1,Data Analyst,5,2011-04-21 07:34:05,2012-01-21 07:34:05,False,Transfer
969,480,1,Data Analyst,5,2012-01-21 07:34:05,2013-09-09 07:34:05,True,Transfer
970,480,1,Data Analyst,5,2013-09-09 07:34:05,,True,Role Change
971,481,19,Software Engineer,1,2016-07-11 10:43:17,2018-04-11 10:43:17,False,Transfer
972,481,19,Software Engineer,1,2018-04-11 10:43:17,2019-11-08 10:43:17,True,Promotion
973,481,19,Software Engineer,1,2019-11-08 10:43:17,,True,Transfer
974,482,3,Data Analyst,3,2013-12-18 10:30:51,2014-07-07 10:30:51,False,Role Change
975,482,3,Data Analyst,3,2014-07-07 10:30:51,,True,Role Change
976,483,8,Software Engineer,4,2019-09-22 17:27:30,2020-08-18 17:27:30,False,Role Change
977,483,8,Software Engineer,4,2020-08-18 17:27:30,,True,Role Change
978,484,18,Sales Executive,2,2015-04-02 02:43:42,2016-10-07 02:43:42,False,Transfer
979,484,18,Sales Executive,2,2016-10-07 02:43:42,,True,Transfer
980,485,13,Data Analyst,1,2018-08-23 02:09:20,,False,Promotion
981,486,1,HR Manager,1,2022-03-05 05:54:51,2023-09-14 05:54:51,False,Transfer
982,486,1,HR Manager,1,2023-09-14 05:54:51,,True,Role Change
983,487,20,Sales Executive,2,2017-07-15 21:52:50,2019-07-31 21:52:50,False,Promotion
984,487,20,Sales Executive,2,2019-07-31 21:52:50,,True,Transfer
985,488,17,Data Analyst,5,2018-09-14 18:42:31,2020-11-05 18:42:31,False,Promotion
986,488,17,Data Analyst,5,2020-11-05 18:42:31,,True,Role Change
987,489,5,Software Engineer,5,2016-11-22 14:13:39,2017-09-15 14:13:39,False,Transfer
988,489,5,Software Engineer,5,2017-09-15 14:13:39,,True,Promotion
989,490,12,Sales Executive,5,2013-04-12 18:46:55,2014-05-01 18:46:55,False,Role Change
990,490,12,Sales Executive,5,2014-05-01 18:46:55,2015-09-14 18:46:55,True,Transfer
991,490,12,Sales Executive,5,2015-09-14 18:46:55,,True,Role Change
992,491,11,Sales Executive,5,2011-02-10 06:53:22,2012-11-15 06:53:22,False,Role Change
993,491,11,Sales Executive,5,2012-11-15 06:53:22,2014-01-27 06:53:22,True,Transfer
994,491,11,Sales Executive,5,2014-01-27 06:53:22,,True,Role Change
995,492,18,HR Manager,3,2017-10-16 12:39:40,2018-07-08 12:39:40,False,Promotion
996,492,18,HR Manager,3,2018-07-08 12:39:40,2019-11-09 12:39:40,True,Role Change
997,492,18,HR Manager,3,2019-11-09 12:39:40,,True,Promotion
998,493,8,Data Analyst,1,2022-06-01 06:42:55,2023-07-26 06:42:55,False,Promotion
999,493,8,Data Analyst,1,2023-07-26 06:42:55,2025-11-12 06:42:55,True,Role Change
1000,493,8,Data Analyst,1,2025-11-12 06:42:55,,True,Transfer
1001,494,13,Data Analyst,5,2021-03-18 12:11:38,2022-09-08 12:11:38,False,Transfer
1002,494,13,Data Analyst,5,2022-09-08 12:11:38,,True,Role Change
1003,495,2,Software Engineer,5,2022-08-01 04:33:05,,False,Role Change
1004,496,16,Sales Executive,4,2022-07-18 12:00:03,2023-07-19 12:00:03,False,Transfer
1005,496,16,Sales Executive,4,2023-07-19 12:00:03,2025-08-19 12:00:03,True,Role Change
1006,496,16,Sales Executive,4,2025-08-19 12:00:03,,True,Transfer
1007,497,12,HR Manager,4,2021-05-20 03:41:14,2023-01-08 03:41:14,False,Promotion
1008,497,12,HR Manager,4,2023-01-08 03:41:14,2023-11-24 03:41:14,True,Transfer
1009,497,12,HR Manager,4,2023-11-24 03:41:14,,True,Role Change
1010,498,8,Software Engineer,1,2020-03-15 07:50:19,2022-06-27 07:50:19,False,Transfer
1011,498,8,Software Engineer,1,2022-06-27 07:50:19,,True,Promotion
1012,499,4,Software Engineer,2,2017-06-03 16:20:40,,False,Transfer
1013,500,14,HR Manager,5,2019-05-29 17:50:51,2020-10-24 17:50:51,False,Transfer
1014,500,14,HR Manager,5,2020-10-24 17:50:51,2022-12-08 17:50:51,True,Transfer
1015,500,14,HR Manager,5,2022-12-08 17:50:51,,True,Role Change
1016,501,9,Data Analyst,3,2012-01-21 16:36:32,2013-06-03 16:36:32,False,Promotion
1017,501,9,Data Analyst,3,2013-06-03 16:36:32,2014-08-19 16:36:32,True,Promotion
1018,501,9,Data Analyst,3,2014-08-19 16:36:32,,True,Role Change
1019,502,11,HR Manager,4,2014-09-14 13:39:12,2016-02-25 13:39:12,False,Transfer
1020,502,11,HR Manager,4,2016-02-25 13:39:12,2017-02-24 13:39:12,True,Transfer
1021,502,11,HR Manager,4,2017-02-24 13:39:12,,True,Role Change
1022,503,16,Data Analyst,5,2011-09-20 08:04:48,,False,Role Change
1023,504,6,Manager,2,2022-07-24 04:52:45,2023-06-23 04:52:45,False,Role Change
1024,504,6,Manager,2,2023-06-23 04:52:45,,True,Role Change
1025,505,12,Sales Executive,3,2013-11-29 15:47:16,2014-09-25 15:47:16,False,Promotion
1026,505,12,Sales Executive,3,2014-09-25 15:47:16,,True,Role Change
1027,506,19,HR Manager,4,2021-01-09 20:52:05,,False,Role Change
1028,507,16,Software Engineer,2,2016-03-25 21:11:39,2016-11-02 21:11:39,False,Promotion
1029,507,16,Software Engineer,2,2016-11-02 21:11:39,,True,Promotion
1030,508,13,Data Analyst,2,2021-05-31 13:25:57,2023-06-20 13:25:57,False,Promotion
1031,508,13,Data Analyst,2,2023-06-20 13:25:57,2024-09-30 13:25:57,True,Promotion
1032,508,13,Data Analyst,2,2024-09-30 13:25:57,,True,Transfer
1033,509,4,Sales Executive,3,2021-09-10 22:26:39,,False,Transfer
1034,510,12,Sales Executive,3,2021-12-12 21:22:45,2024-04-30 21:22:45,False,Role Change
1035,510,12,Sales Executive,3,2024-04-30 21:22:45,,True,Transfer
1036,511,4,HR Manager,4,2011-11-25 17:35:52,2012-11-23 17:35:52,False,Transfer
1037,511,4,HR Manager,4,2012-11-23 17:35:52,,True,Role Change
1038,512,17,Software Engineer,3,2019-09-13 10:40:16,2020-07-19 10:40:16,False,Transfer
1039,512,17,Software Engineer,3,2020-07-19 10:40:16,,True,Role Change
1040,513,14,HR Manager,5,2021-02-13 00:56:25,2023-07-16 00:56:25,False,Role Change
1041,513,14,HR Manager,5,2023-07-16 00:56:25,,True,Promotion
1042,514,17,Software Engineer,3,2021-08-04 16:23:17,2023-05-06 16:23:17,False,Transfer
1043,514,17,Software Engineer,3,2023-05-06 16:23:17,2024-10-21 16:23:17,True,Role Change
1044,514,17,Software Engineer,3,2024-10-21 16:23:17,,True,Role Change
1045,515,1,Manager,2,2011-05-06 02:07:27,2013-08-11 02:07:27,False,Role Change
1046,515,1,Manager,2,2013-08-11 02:07:27,,True,Promotion
1047,516,20,HR Manager,3,2018-05-20 04:54:47,,False,Transfer
1048,517,1,Data Analyst,4,2022-12-22 10:24:46,2023-08-25 10:24:46,False,Transfer
1049,517,1,Data Analyst,4,2023-08-25 10:24:46,,True,Transfer
1050,518,2,HR Manager,5,2014-01-01 17:25:19,,False,Role Change
1051,519,17,HR Manager,3,2012-08-08 03:09:18,,False,Role Change
1052,520,1,Manager,5,2014-09-10 13:35:14,,False,Transfer
1053,521,12,Manager,3,2018-01-24 19:39:00,2018-10-25 19:39:00,False,Role Change
1054,521,12,Manager,3,2018-10-25 19:39:00,,True,Promotion
1055,522,13,HR Manager,5,2022-11-05 23:07:31,,False,Promotion
1056,523,14,Software Engineer,3,2011-02-06 23:44:08,,False,Role Change
1057,524,10,Manager,3,2021-10-31 05:56:36,2023-07-10 05:56:36,False,Role Change
1058,524,10,Manager,3,2023-07-10 05:56:36,2024-06-07 05:56:36,True,Role Change
1059,524,10,Manager,3,2024-06-07 05:56:36,,True,Promotion
1060,525,12,Manager,1,2018-12-13 06:53:37,2021-03-03 06:53:37,False,Transfer
1061,525,12,Manager,1,2021-03-03 06:53:37,2022-03-30 06:53:37,True,Promotion
1062,525,12,Manager,1,2022-03-30 06:53:37,,True,Transfer
1063,526,18,Software Engineer,2,2016-02-12 11:00:11,,False,Role Change
1064,527,7,Sales Executive,4,2010-01-25 13:49:21,2011-07-01 13:49:21,False,Role Change
1065,527,7,Sales Executive,4,2011-07-01 13:49:21,,True,Promotion
1066,528,19,Manager,4,2015-04-08 07:18:34,2016-07-20 07:18:34,False,Transfer
1067,528,19,Manager,4,2016-07-20 07:18:34,2017-06-21 07:18:34,True,Transfer
1068,528,19,Manager,4,2017-06-21 07:18:34,,True,Promotion
1069,529,15,Manager,1,2010-03-03 19:28:54,2011-08-12 19:28:54,False,Role Change
1070,529,15,Manager,1,2011-08-12 19:28:54,,True,Transfer
1071,530,7,Software Engineer,3,2015-05-19 07:21:55,2016-02-01 07:21:55,False,Transfer
1072,530,7,Software Engineer,3,2016-02-01 07:21:55,2018-07-02 07:21:55,True,Role Change
1073,530,7,Software Engineer,3,2018-07-02 07:21:55,,True,Transfer
1074,531,14,Software Engineer,2,2012-02-16 03:22:24,2013-10-03 03:22:24,False,Promotion
1075,531,14,Software Engineer,2,2013-10-03 03:22:24,,True,Transfer
1076,532,9,HR Manager,5,2011-02-06 08:20:04,,False,Transfer
1077,533,5,HR Manager,1,2011-04-29 17:29:10,,False,Promotion
1078,534,1,Sales Executive,4,2021-07-15 05:01:44,2023-07-21 05:01:44,False,Role Change
1079,534,1,Sales Executive,4,2023-07-21 05:01:44,2024-07-11 05:01:44,True,Role Change
1080,534,1,Sales Executive,4,2024-07-11 05:01:44,,True,Promotion
1081,535,16,Sales Executive,4,2022-03-20 00:21:20,2023-06-05 00:21:20,False,Transfer
1082,535,16,Sales Executive,4,2023-06-05 00:21:20,2024-03-14 00:21:20,True,Transfer
1083,535,16,Sales Executive,4,2024-03-14 00:21:20,,True,Promotion
1084,536,5,Sales Executive,4,2020-08-01 00:08:27,2022-03-01 00:08:27,False,Transfer
1085,536,5,Sales Executive,4,2022-03-01 00:08:27,,True,Role Change
1086,537,8,Data Analyst,3,2022-08-24 07:27:13,2023-06-28 07:27:13,False,Transfer
1087,537,8,Data Analyst,3,2023-06-28 07:27:13,2025-01-29 07:27:13,True,Promotion
1088,537,8,Data Analyst,3,2025-01-29 07:27:13,,True,Transfer
1089,538,19,Software Engineer,5,2013-10-23 04:44:42,2016-01-20 04:44:42,False,Role Change
1090,538,19,Software Engineer,5,2016-01-20 04:44:42,,True,Promotion
1091,539,20,Manager,5,2012-10-01 09:13:35,2013-05-12 09:13:35,False,Transfer
1092,539,20,Manager,5,2013-05-12 09:13:35,2014-12-05 09:13:35,True,Transfer
1093,539,20,Manager,5,2014-12-05 09:13:35,,True,Transfer
1094,540,12,Software Engineer,5,2016-11-13 07:08:05,,False,Transfer
1095,541,8,Software Engineer,3,2012-01-09 19:02:31,2013-09-16 19:02:31,False,Promotion
1096,541,8,Software Engineer,3,2013-09-16 19:02:31,,True,Promotion
1097,542,8,Sales Executive,4,2013-12-05 18:51:50,2014-07-29 18:51:50,False,Transfer
1098,542,8,Sales Executive,4,2014-07-29 18:51:50,,True,Role Change
1099,543,6,Software Engineer,4,2017-12-14 10:37:12,,False,Transfer
1100,544,20,Data Analyst,3,2016-08-19 15:01:53,,False,Promotion
1101,545,9,Manager,2,2015-07-09 02:59:59,2017-02-27 02:59:59,False,Promotion
1102,545,9,Manager,2,2017-02-27 02:59:59,,True,Transfer
1103,546,2,Sales Executive,3,2022-08-13 18:14:00,,False,Role Change
1104,547,18,HR Manager,3,2020-01-23 23:38:27,2022-01-07 23:38:27,False,Role Change
1105,547,18,HR Manager,3,2022-01-07 23:38:27,,True,Role Change
1106,548,1,Manager,4,2012-06-21 13:19:06,2014-03-28 13:19:06,False,Transfer
1107,548,1,Manager,4,2014-03-28 13:19:06,2015-03-18 13:19:06,True,Transfer
1108,548,1,Manager,4,2015-03-18 13:19:06,,True,Role Change
1109,549,11,HR Manager,5,2013-06-17 05:15:58,,False,Transfer
1110,550,15,HR Manager,4,2020-10-02 17:42:58,,False,Transfer
1111,551,12,Software Engineer,2,2010-09-27 11:25:10,2012-01-20 11:25:10,False,Transfer
1112,551,12,Software Engineer,2,2012-01-20 11:25:10,2012-09-15 11:25:10,True,Role Change
1113,551,12,Software Engineer,2,2012-09-15 11:25:10,,True,Promotion
1114,552,3,Manager,1,2019-02-14 23:03:16,2020-11-08 23:03:16,False,Role Change
1115,552,3,Manager,1,2020-11-08 23:03:16,2023-04-26 23:03:16,True,Transfer
1116,552,3,Manager,1,2023-04-26 23:03:16,,True,Role Change
1117,553,19,Data Analyst,1,2019-02-03 21:37:48,2021-03-11 21:37:48,False,Promotion
1118,553,19,Data Analyst,1,2021-03-11 21:37:48,,True,Promotion
1119,554,20,Software Engineer,3,2019-02-25 02:54:12,,False,Role Change
1120,555,19,HR Manager,1,2012-12-05 04:19:39,,False,Promotion
1121,556,10,Manager,5,2020-03-15 06:15:40,2022-06-21 06:15:40,False,Role Change
1122,556,10,Manager,5,2022-06-21 06:15:40,,True,Role Change
1123,557,16,Software Engineer,4,2014-05-12 13:56:49,2015-10-19 13:56:49,False,Transfer
1124,557,16,Software Engineer,4,2015-10-19 13:56:49,2017-01-31 13:56:49,True,Role Change
1125,557,16,Software Engineer,4,2017-01-31 13:56:49,,True,Role Change
1126,558,6,Manager,2,2014-05-18 19:44:37,2015-11-04 19:44:37,False,Promotion
1127,558,6,Manager,2,2015-11-04 19:44:37,,True,Transfer
1128,559,9,Sales Executive,2,2013-10-24 19:47:17,2015-06-27 19:47:17,False,Role Change
1129,559,9,Sales Executive,2,2015-06-27 19:47:17,,True,Role Change
1130,560,8,Data Analyst,2,2018-01-12 05:32:27,,False,Transfer
1131,561,16,Data Analyst,4,2015-04-09 10:42:12,2016-04-29 10:42:12,False,Promotion
1132,561,16,Data Analyst,4,2016-04-29 10:42:12,,True,Promotion
1133,562,8,Data Analyst,5,2016-05-12 23:47:02,2018-03-19 23:47:02,False,Role Change
1134,562,8,Data Analyst,5,2018-03-19 23:47:02,2020-08-21 23:47:02,True,Role Change
1135,562,8,Data Analyst,5,2020-08-21 23:47:02,,True,Promotion
1136,563,18,HR Manager,2,2018-07-01 15:00:13,,False,Transfer
1137,564,5,HR Manager,1,2010-03-18 20:48:39,2011-05-14 20:48:39,False,Role Change
1138,564,5,HR Manager,1,2011-05-14 20:48:39,,True,Promotion
1139,565,20,Data Analyst,5,2020-10-25 10:48:52,,False,Role Change
1140,566,12,Manager,5,2018-03-09 14:52:11,2020-03-10 14:52:11,False,Role Change
1141,566,12,Manager,5,2020-03-10 14:52:11,2021-06-29 14:52:11,True,Transfer
1142,566,12,Manager,5,2021-06-29 14:52:11,,True,Role Change
1143,567,6,Sales Executive,5,2020-03-29 18:10:10,2022-09-11 18:10:10,False,Promotion
1144,567,6,Sales Executive,5,2022-09-11 18:10:10,,True,Role Change
1145,568,2,HR Manager,2,2020-08-16 13:25:27,,False,Promotion
1146,569,4,Software Engineer,5,2014-12-12 23:02:42,2016-10-14 23:02:42,False,Transfer
1147,569,4,Software Engineer,5,2016-10-14 23:02:42,2018-04-08 23:02:42,True,Promotion
1148,569,4,Software Engineer,5,2018-04-08 23:02:42,,True,Role Change
1149,570,16,Software Engineer,2,2020-02-02 03:07:32,2022-05-20 03:07:32,False,Role Change
1150,570,16,Software Engineer,2,2022-05-20 03:07:32,,True,Role Change
1151,571,14,HR Manager,1,2022-10-05 09:22:18,,False,Role Change
1152,572,17,Data Analyst,1,2020-10-06 23:18:09,2022-01-23 23:18:09,False,Promotion
1153,572,17,Data Analyst,1,2022-01-23 23:18:09,,True,Role Change
1154,573,19,Manager,1,2019-05-20 23:35:21,2021-05-29 23:35:21,False,Role Change
1155,573,19,Manager,1,2021-05-29 23:35:21,,True,Promotion
1156,574,4,Sales Executive,1,2010-06-06 20:02:35,,False,Role Change
1157,575,18,Software Engineer,5,2017-08-02 15:25:31,,False,Role Change
1158,576,12,HR Manager,5,2010-09-29 15:04:19,,False,Role Change
1159,577,2,Manager,2,2022-03-25 23:03:56,2023-01-27 23:03:56,False,Transfer
1160,577,2,Manager,2,2023-01-27 23:03:56,2023-12-11 23:03:56,True,Role Change
1161,577,2,Manager,2,2023-12-11 23:03:56,,True,Transfer
1162,578,6,Data Analyst,1,2011-06-01 02:15:35,2012-05-19 02:15:35,False,Transfer
1163,578,6,Data Analyst,1,2012-05-19 02:15:35,,True,Role Change
1164,579,6,Sales Executive,3,2012-01-16 07:05:54,2013-02-01 07:05:54,False,Promotion
1165,579,6,Sales Executive,3,2013-02-01 07:05:54,2015-02-12 07:05:54,True,Transfer
1166,579,6,Sales Executive,3,2015-02-12 07:05:54,,True,Transfer
1167,580,3,Sales Executive,1,2018-12-06 16:06:07,,False,Promotion
1168,581,8,Software Engineer,4,2018-03-22 23:51:22,2018-11-01 23:51:22,False,Transfer
1169,581,8,Software Engineer,4,2018-11-01 23:51:22,2020-11-23 23:51:22,True,Promotion
1170,581,8,Software Engineer,4,2020-11-23 23:51:22,,True,Transfer
1171,582,12,Software Engineer,3,2016-03-03 07:05:56,2018-07-10 07:05:56,False,Role Change
1172,582,12,Software Engineer,3,2018-07-10 07:05:56,2020-03-24 07:05:56,True,Promotion
1173,582,12,Software Engineer,3,2020-03-24 07:05:56,,True,Role Change
1174,583,3,HR Manager,4,2019-04-21 22:44:33,2020-07-24 22:44:33,False,Promotion
1175,583,3,HR Manager,4,2020-07-24 22:44:33,2022-07-16 22:44:33,True,Transfer
1176,583,3,HR Manager,4,2022-07-16 22:44:33,,True,Promotion
1177,584,2,Sales Executive,3,2022-11-19 13:28:40,,False,Promotion
1178,585,1,Data Analyst,2,2014-10-16 14:09:44,2015-07-09 14:09:44,False,Promotion
1179,585,1,Data Analyst,2,2015-07-09 14:09:44,,True,Role Change
1180,586,18,Data Analyst,5,2011-07-21 04:50:41,2013-05-25 04:50:41,False,Transfer
1181,586,18,Data Analyst,5,2013-05-25 04:50:41,2014-05-12 04:50:41,True,Transfer
1182,586,18,Data Analyst,5,2014-05-12 04:50:41,,True,Role Change
1183,587,18,HR Manager,2,2011-03-27 03:31:20,2013-05-05 03:31:20,False,Promotion
1184,587,18,HR Manager,2,2013-05-05 03:31:20,2014-01-07 03:31:20,True,Promotion
1185,587,18,HR Manager,2,2014-01-07 03:31:20,,True,Role Change
1186,588,8,Sales Executive,3,2012-05-18 05:12:49,,False,Promotion
1187,589,14,Software Engineer,1,2017-06-10 10:12:15,2018-06-19 10:12:15,False,Promotion
1188,589,14,Software Engineer,1,2018-06-19 10:12:15,,True,Role Change
1189,590,13,Data Analyst,2,2022-09-16 00:09:46,2024-02-10 00:09:46,False,Promotion
1190,590,13,Data Analyst,2,2024-02-10 00:09:46,,True,Transfer
1191,591,15,Manager,3,2018-05-04 14:32:05,2019-01-07 14:32:05,False,Transfer
1192,591,15,Manager,3,2019-01-07 14:32:05,2020-09-01 14:32:05,True,Transfer
1193,591,15,Manager,3,2020-09-01 14:32:05,,True,Promotion
1194,592,15,HR Manager,1,2011-04-19 04:33:12,,False,Role Change
1195,593,13,Data Analyst,5,2017-12-10 04:45:03,2019-10-21 04:45:03,False,Transfer
1196,593,13,Data Analyst,5,2019-10-21 04:45:03,2021-10-24 04:45:03,True,Promotion
1197,593,13,Data Analyst,5,2021-10-24 04:45:03,,True,Role Change
1198,594,4,Manager,3,2011-10-06 09:59:31,2013-01-28 09:59:31,False,Transfer
1199,594,4,Manager,3,2013-01-28 09:59:31,,True,Transfer
1200,595,4,Manager,4,2014-02-17 18:02:09,2014-11-14 18:02:09,False,Transfer
1201,595,4,Manager,4,2014-11-14 18:02:09,2015-07-28 18:02:09,True,Role Change
1202,595,4,Manager,4,2015-07-28 18:02:09,,True,Promotion
1203,596,5,Data Analyst,4,2013-10-28 02:29:26,2015-06-17 02:29:26,False,Role Change
1204,596,5,Data Analyst,4,2015-06-17 02:29:26,,True,Role Change
1205,597,3,HR Manager,4,2020-05-15 04:43:58,2022-03-03 04:43:58,False,Transfer
1206,597,3,HR Manager,4,2022-03-03 04:43:58,,True,Transfer
1207,598,12,Manager,1,2019-01-04 09:02:29,,False,Transfer
1208,599,20,Manager,1,2011-08-16 01:03:27,,False,Role Change
1209,600,12,Sales Executive,2,2010-06-11 01:58:50,2012-07-31 01:58:50,False,Transfer
1210,600,12,Sales Executive,2,2012-07-31 01:58:50,2013-06-15 01:58:50,True,Promotion
1211,600,12,Sales Executive,2,2013-06-15 01:58:50,,True,Role Change
1212,601,20,Sales Executive,1,2022-09-28 16:15:47,2023-10-12 16:15:47,False,Role Change
1213,601,20,Sales Executive,1,2023-10-12 16:15:47,,True,Promotion
1214,602,7,Sales Executive,3,2020-05-01 12:42:56,,False,Promotion
1215,603,7,Manager,4,2022-09-07 01:14:11,2024-02-15 01:14:11,False,Promotion
1216,603,7,Manager,4,2024-02-15 01:14:11,2026-04-10 01:14:11,True,Transfer
1217,603,7,Manager,4,2026-04-10 01:14:11,,True,Role Change
1218,604,1,Manager,5,2012-12-22 05:49:06,2013-10-23 05:49:06,False,Transfer
1219,604,1,Manager,5,2013-10-23 05:49:06,,True,Role Change
1220,605,12,HR Manager,4,2020-07-31 16:38:30,2021-02-16 16:38:30,False,Role Change
1221,605,12,HR Manager,4,2021-02-16 16:38:30,,True,Transfer
1222,606,3,Software Engineer,3,2010-12-09 13:14:34,,False,Promotion
1223,607,15,Sales Executive,5,2014-08-21 02:59:05,2016-11-19 02:59:05,False,Transfer
1224,607,15,Sales Executive,5,2016-11-19 02:59:05,,True,Role Change
1225,608,9,Software Engineer,2,2015-12-31 04:35:39,,False,Promotion
1226,609,20,Sales Executive,1,2015-01-31 11:01:22,2016-06-06 11:01:22,False,Promotion
1227,609,20,Sales Executive,1,2016-06-06 11:01:22,,True,Role Change
1228,610,9,Sales Executive,3,2013-10-04 19:14:21,,False,Transfer
1229,611,14,HR Manager,1,2021-11-06 18:22:57,,False,Transfer
1230,612,3,HR Manager,2,2018-03-23 20:39:56,,False,Role Change
1231,613,8,Data Analyst,5,2018-02-25 12:22:41,2019-07-26 12:22:41,False,Role Change
1232,613,8,Data Analyst,5,2019-07-26 12:22:41,2020-05-04 12:22:41,True,Role Change
1233,613,8,Data Analyst,5,2020-05-04 12:22:41,,True,Role Change
1234,614,6,Sales Executive,3,2016-10-20 07:32:52,,False,Transfer
1235,615,12,Sales Executive,5,2017-08-02 17:23:56,,False,Transfer
1236,616,2,Sales Executive,3,2010-03-26 14:22:36,2011-04-19 14:22:36,False,Transfer
1237,616,2,Sales Executive,3,2011-04-19 14:22:36,2013-07-09 14:22:36,True,Transfer
1238,616,2,Sales Executive,3,2013-07-09 14:22:36,,True,Promotion
1239,617,3,HR Manager,2,2013-04-06 02:21:11,,False,Role Change
1240,618,14,Sales Executive,2,2020-09-19 15:09:33,,False,Promotion
1241,619,17,Data Analyst,2,2017-06-20 20:11:55,,False,Role Change
1242,620,3,Manager,1,2010-12-28 08:52:04,2013-06-08 08:52:04,False,Transfer
1243,620,3,Manager,1,2013-06-08 08:52:04,2014-01-04 08:52:04,True,Transfer
1244,620,3,Manager,1,2014-01-04 08:52:04,,True,Promotion
1245,621,4,Data Analyst,4,2013-02-12 22:03:11,2014-11-04 22:03:11,False,Transfer
1246,621,4,Data Analyst,4,2014-11-04 22:03:11,2015-07-04 22:03:11,True,Promotion
1247,621,4,Data Analyst,4,2015-07-04 22:03:11,,True,Role Change
1248,622,15,Manager,5,2015-08-10 19:40:01,2017-09-18 19:40:01,False,Transfer
1249,622,15,Manager,5,2017-09-18 19:40:01,2018-07-02 19:40:01,True,Transfer
1250,622,15,Manager,5,2018-07-02 19:40:01,,True,Role Change
1251,623,7,HR Manager,3,2011-02-19 22:28:28,,False,Promotion
1252,624,19,Software Engineer,5,2011-09-06 19:54:43,2013-05-04 19:54:43,False,Transfer
1253,624,19,Software Engineer,5,2013-05-04 19:54:43,,True,Promotion
1254,625,14,HR Manager,4,2012-12-27 22:05:10,2014-06-23 22:05:10,False,Role Change
1255,625,14,HR Manager,4,2014-06-23 22:05:10,2016-02-11 22:05:10,True,Transfer
1256,625,14,HR Manager,4,2016-02-11 22:05:10,,True,Promotion
1257,626,16,Software Engineer,1,2020-08-28 14:39:57,2022-11-26 14:39:57,False,Transfer
1258,626,16,Software Engineer,1,2022-11-26 14:39:57,,True,Promotion
1259,627,13,Manager,1,2012-04-17 12:59:33,2014-04-09 12:59:33,False,Promotion
1260,627,13,Manager,1,2014-04-09 12:59:33,,True,Role Change
1261,628,20,Software Engineer,4,2013-07-14 08:01:13,,False,Role Change
1262,629,17,Manager,3,2011-12-09 05:20:54,2013-04-14 05:20:54,False,Role Change
1263,629,17,Manager,3,2013-04-14 05:20:54,,True,Transfer
1264,630,17,Software Engineer,4,2018-11-08 02:53:56,,False,Role Change
1265,631,10,Manager,1,2013-04-24 11:48:55,,False,Promotion
1266,632,7,Software Engineer,1,2015-08-12 19:09:47,2016-05-07 19:09:47,False,Role Change
1267,632,7,Software Engineer,1,2016-05-07 19:09:47,,True,Promotion
1268,633,20,Manager,5,2010-09-04 07:25:21,,False,Promotion
1269,634,17,Data Analyst,3,2022-08-12 06:24:27,2024-11-01 06:24:27,False,Transfer
1270,634,17,Data Analyst,3,2024-11-01 06:24:27,2026-09-03 06:24:27,True,Transfer
1271,634,17,Data Analyst,3,2026-09-03 06:24:27,,True,Role Change
1272,635,12,Sales Executive,3,2010-09-22 15:54:47,2011-07-15 15:54:47,False,Promotion
1273,635,12,Sales Executive,3,2011-07-15 15:54:47,2013-12-18 15:54:47,True,Promotion
1274,635,12,Sales Executive,3,2013-12-18 15:54:47,,True,Role Change
1275,636,11,Data Analyst,1,2016-11-22 23:54:55,,False,Promotion
1276,637,10,HR Manager,4,2017-08-24 13:53:34,,False,Promotion
1277,638,8,Software Engineer,1,2020-03-28 09:39:18,2021-07-09 09:39:18,False,Role Change
1278,638,8,Software Engineer,1,2021-07-09 09:39:18,,True,Transfer
1279,639,15,Manager,5,2019-03-03 14:28:44,,False,Role Change
1280,640,18,Data Analyst,4,2014-02-23 17:52:38,2016-07-07 17:52:38,False,Promotion
1281,640,18,Data Analyst,4,2016-07-07 17:52:38,2017-03-20 17:52:38,True,Role Change
1282,640,18,Data Analyst,4,2017-03-20 17:52:38,,True,Promotion
1283,641,13,Data Analyst,1,2010-05-10 13:56:24,2011-02-19 13:56:24,False,Role Change
1284,641,13,Data Analyst,1,2011-02-19 13:56:24,,True,Role Change
1285,642,16,Manager,3,2022-03-18 22:36:38,,False,Transfer
1286,643,13,Software Engineer,5,2012-09-14 03:31:28,2013-07-03 03:31:28,False,Promotion
1287,643,13,Software Engineer,5,2013-07-03 03:31:28,,True,Transfer
1288,644,4,HR Manager,1,2014-01-22 23:11:44,,False,Transfer
