employee_id,employee_code,age,gender,marital_status,education_level,education_field,hire_date,employment_type,business_travel,distance_from_home_km,work_location,department_id,job_role,job_level,manager_id,status
743,EMP00743,33,Female,Single,4,Medical,2020-11-05 15:42:20,Full-time,Non-Travel,36,Remote,10,HR Manager,5,,Attrited
744,EMP00744,40,Female,Divorced,4,Technical,2010-03-29 23:03:09,Contract,Travel_Frequently,19,Remote,4,Manager,3,1664.0,Active
745,EMP00745,45,Female,Single,4,Technical,2011-08-16 08:05:47,Full-time,Non-Travel,20,Office,17,Data Analyst,5,,Active
746,EMP00746,24,Male,Divorced,2,Technical,2022-09-26 06:41:01,Full-time,Travel_Frequently,22,Hybrid,17,Software Engineer,5,,Active
747,EMP00747,30,Female,Single,1,HR,2014-03-21 01:43:10,Contract,Travel_Frequently,31,Remote,19,Software Engineer,4,,Attrited
748,EMP00748,23,Female,Married,3,Life Sciences,2014-10-18 05:34:13,Full-time,Non-Travel,41,Office,6,Data Analyst,5,,Active
749,EMP00749,38,Male,Married,4,Medical,2013-10-18 15:18:51,Contract,Non-Travel,47,Office,1,Sales Executive,5,,Active
750,EMP00750,56,Male,Divorced,2,Medical,2020-06-30 08:03:00,Full-time,Non-Travel,44,Hybrid,14,Software Engineer,4,,Active
751,EMP00751,42,Male,Married,4,HR,2010-04-13 06:52:08,Full-time,Travel_Rarely,4,Hybrid,13,Manager,4,,Active
752,EMP00752,54,Female,Divorced,2,Medical,2019-02-26 06:48:08,Full-time,Travel_Frequently,3,Office,3,Sales Executive,1,1599.0,Attrited
753,EMP00753,28,Male,Divorced,1,Medical,2021-11-19 13:26:26,Full-time,Non-Travel,37,Hybrid,2,HR Manager,5,,Active
754,EMP00754,39,Female,Married,4,Technical,2021-06-22 19:09:44,Full-time,Travel_Rarely,25,Remote,7,Manager,2,3325.0,Active
755,EMP00755,57,Female,Divorced,2,Technical,2010-09-28 03:38:52,Full-time,Travel_Rarely,49,Office,12,Data Analyst,2,706.0,Active
756,EMP00756,26,Female,Married,5,Life Sciences,2011-05-24 11:15:42,Full-time,Non-Travel,37,Hybrid,2,Sales Executive,2,3881.0,Active
757,EMP00757,46,Male,Single,5,Medical,2022-06-01 17:04:12,Contract,Non-Travel,4,Hybrid,11,Manager,4,,Attrited
758,EMP00758,54,Female,Single,2,Marketing,2018-10-27 06:23:36,Contract,Non-Travel,39,Hybrid,16,Software Engineer,5,,Active
759,EMP00759,26,Male,Married,4,Medical,2014-04-02 14:56:17,Full-time,Travel_Rarely,7,Hybrid,5,Data Analyst,1,1530.0,Active
760,EMP00760,57,Male,Married,4,Medical,2019-07-17 08:19:48,Full-time,Travel_Rarely,7,Office,17,Sales Executive,5,,Attrited
761,EMP00761,53,Male,Married,1,Life Sciences,2020-04-05 09:57:53,Full-time,Travel_Frequently,49,Hybrid,3,Software Engineer,2,3964.0,Active
762,EMP00762,42,Female,Married,1,Marketing,2016-03-10 08:14:08,Full-time,Travel_Rarely,25,Remote,14,Data Analyst,3,1849.0,Active
763,EMP00763,41,Female,Single,3,Medical,2012-04-03 16:45:39,Contract,Non-Travel,15,Remote,16,Data Analyst,2,3577.0,Active
764,EMP00764,26,Female,Divorced,1,Marketing,2020-10-05 12:34:28,Full-time,Travel_Frequently,7,Office,17,Sales Executive,4,,Attrited
765,EMP00765,26,Male,Divorced,4,Technical,2016-12-18 03:40:19,Full-time,Travel_Frequently,47,Office,19,Sales Executive,5,,Attrited
766,EMP00766,24,Female,Single,3,Technical,2011-07-02 04:12:37,Contract,Travel_Frequently,4,Remote,4,Sales Executive,4,,Attrited
767,EMP00767,50,Female,Divorced,1,Marketing,2018-05-06 14:00:17,Contract,Travel_Frequently,34,Remote,20,Manager,1,4034.0,Active
768,EMP00768,31,Female,Single,2,Medical,2012-06-15 10:09:59,Full-time,Non-Travel,45,Office,20,Data Analyst,5,,Active
769,EMP00769,50,Female,Divorced,5,Marketing,2022-10-25 22:29:07,Full-time,Travel_Frequently,44,Remote,9,HR Manager,5,,Active
770,EMP00770,51,Female,Married,1,Marketing,2010-10-20 15:38:15,Full-time,Non-Travel,42,Remote,11,Software Engineer,5,,Active
771,EMP00771,44,Male,Married,1,Technical,2015-12-04 01:14:58,Full-time,Travel_Rarely,19,Office,5,Sales Executive,3,1235.0,Active
772,EMP00772,29,Male,Married,2,Marketing,2018-03-24 00:36:26,Full-time,Non-Travel,47,Office,11,Data Analyst,5,,Active
773,EMP00773,23,Male,Single,4,HR,2018-09-13 21:44:15,Full-time,Travel_Frequently,49,Hybrid,13,Software Engineer,3,1619.0,Active
774,EMP00774,51,Male,Single,2,HR,2022-06-22 17:41:56,Full-time,Travel_Rarely,38,Hybrid,2,HR Manager,5,,Active
775,EMP00775,57,Female,Divorced,1,Technical,2014-06-09 01:46:03,Full-time,Travel_Rarely,27,Remote,2,Software Engineer,2,1164.0,Active
776,EMP00776,56,Male,Divorced,4,Medical,2016-08-29 14:59:26,Full-time,Travel_Rarely,5,Office,10,HR Manager,1,3200.0,Active
777,EMP00777,44,Female,Divorced,3,Medical,2015-12-11 14:20:54,Full-time,Travel_Frequently,13,Hybrid,13,Sales Executive,5,,Attrited
778,EMP00778,51,Male,Single,1,Technical,2016-07-03 13:42:06,Full-time,Non-Travel,46,Remote,5,Manager,4,,Active
779,EMP00779,26,Male,Divorced,2,Medical,2020-03-28 11:16:46,Full-time,Non-Travel,14,Remote,11,HR Manager,2,4163.0,Active
780,EMP00780,22,Male,Married,3,Life Sciences,2016-11-12 23:05:47,Full-time,Travel_Frequently,30,Remote,15,Sales Executive,4,,Active
781,EMP00781,40,Female,Divorced,5,HR,2022-03-13 09:23:19,Full-time,Travel_Frequently,47,Remote,5,Software Engineer,4,,Active
782,EMP00782,48,Female,Married,3,Life Sciences,2017-12-24 11:47:36,Full-time,Travel_Rarely,48,Office,20,Software Engineer,3,4100.0,Active
783,EMP00783,31,Male,Single,2,Life Sciences,2022-05-14 13:42:20,Contract,Non-Travel,10,Remote,5,Software Engineer,1,3090.0,Active
784,EMP00784,24,Female,Married,3,Life Sciences,2011-07-29 11:10:35,Full-time,Travel_Frequently,32,Hybrid,7,Manager,4,,Active
785,EMP00785,35,Male,Married,2,Technical,2014-05-03 10:45:05,Full-time,Travel_Frequently,1,Office,10,Data Analyst,2,4352.0,Active
786,EMP00786,26,Male,Married,1,Life Sciences,2020-02-03 11:04:02,Full-time,Non-Travel,24,Remote,2,HR Manager,1,3107.0,Active
787,EMP00787,50,Male,Single,4,Marketing,2013-12-13 14:25:15,Contract,Travel_Rarely,29,Hybrid,1,Data Analyst,2,4686.0,Active
788,EMP00788,58,Female,Single,5,Medical,2013-12-26 21:21:00,Full-time,Travel_Rarely,43,Hybrid,20,Software Engineer,4,,Attrited
789,EMP00789,22,Male,Single,4,Technical,2012-08-17 12:45:42,Full-time,Travel_Rarely,7,Office,1,Manager,1,4419.0,Active
790,EMP00790,35,Male,Single,4,Marketing,2021-06-11 14:01:56,Full-time,Non-Travel,31,Office,4,Sales Executive,5,,Attrited
791,EMP00791,31,Male,Divorced,4,Marketing,2021-01-24 08:42:01,Full-time,Travel_Frequently,17,Office,15,Manager,4,,Attrited
792,EMP00792,28,Female,Single,2,HR,2016-05-15 12:59:34,Full-time,Travel_Frequently,30,Hybrid,15,Data Analyst,4,,Active
793,EMP00793,46,Male,Married,2,HR,2021-06-09 19:08:49,Full-time,Travel_Frequently,25,Hybrid,6,Software Engineer,3,4455.0,Active
794,EMP00794,25,Female,Single,5,Marketing,2020-09-05 10:11:57,Full-time,Travel_Frequently,28,Remote,6,HR Manager,2,4129.0,Active
795,EMP00795,26,Male,Divorced,2,HR,2012-05-29 14:15:31,Full-time,Non-Travel,36,Office,1,Manager,5,,Attrited
796,EMP00796,46,Female,Divorced,2,Medical,2011-09-07 15:49:36,Full-time,Travel_Rarely,7,Office,7,Data Analyst,1,436.0,Active
797,EMP00797,24,Male,Divorced,2,Medical,2020-03-24 14:23:42,Full-time,Travel_Rarely,35,Office,5,Data Analyst,4,,Active
798,EMP00798,39,Male,Married,2,HR,2011-01-19 12:29:56,Full-time,Travel_Rarely,20,Office,17,Sales Executive,4,,Active
799,EMP00799,40,Female,Single,1,Life Sciences,2020-11-16 16:19:35,Full-time,Travel_Rarely,14,Hybrid,7,HR Manager,5,,Attrited
800,EMP00800,53,Female,Single,5,Marketing,2021-06-08 00:09:20,Full-time,Travel_Frequently,30,Office,4,Data Analyst,4,,Active
801,EMP00801,40,Male,Single,2,Medical,2011-03-24 13:25:10,Full-time,Travel_Frequently,1,Hybrid,3,HR Manager,2,4173.0,Attrited
802,EMP00802,32,Female,Married,5,HR,2016-04-11 04:57:42,Full-time,Non-Travel,38,Hybrid,12,Software Engineer,1,1074.0,Active
803,EMP00803,21,Male,Married,3,HR,2012-10-21 01:19:18,Contract,Travel_Rarely,41,Office,15,Manager,5,,Attrited
804,EMP00804,46,Male,Divorced,1,Medical,2017-08-09 11:11:42,Full-time,Travel_Frequently,25,Hybrid,20,Data Analyst,5,,Attrited
805,EMP00805,34,Male,Divorced,2,Medical,2021-11-19 16:35:28,Full-time,Travel_Frequently,34,Hybrid,9,Software Engineer,3,463.0,Active
806,EMP00806,58,Female,Single,1,Life Sciences,2014-03-06 12:22:35,Full-time,Travel_Frequently,8,Office,12,Sales Executive,1,377.0,Attrited
807,EMP00807,57,Male,Married,1,HR,2019-07-09 23:17:30,Full-time,Travel_Rarely,20,Office,5,HR Manager,5,,Active
808,EMP00808,31,Female,Married,3,HR,2016-07-10 12:02:58,Full-time,Travel_Frequently,30,Remote,8,Software Engineer,4,,Attrited
809,EMP00809,56,Male,Single,5,Technical,2021-04-05 12:49:37,Full-time,Travel_Rarely,4,Hybrid,15,HR Manager,1,1021.0,Active
810,EMP00810,33,Female,Single,1,Life Sciences,2016-03-05 15:34:22,Full-time,Travel_Rarely,21,Hybrid,7,HR Manager,2,724.0,Active
811,EMP00811,23,Female,Divorced,4,Medical,2013-08-25 13:45:08,Contract,Non-Travel,27,Remote,19,Data Analyst,5,,Attrited
812,EMP00812,53,Male,Divorced,3,Medical,2013-12-06 23:40:33,Full-time,Non-Travel,10,Remote,13,HR Manager,2,2203.0,Attrited
813,EMP00813,26,Female,Divorced,4,Marketing,2010-10-08 13:09:48,Full-time,Travel_Rarely,23,Office,1,Software Engineer,5,,Attrited
814,EMP00814,30,Male,Single,3,Medical,2013-04-19 02:12:15,Full-time,Travel_Rarely,33,Remote,11,Sales Executive,4,,Active
815,EMP00815,25,Male,Single,4,HR,2022-02-18 06:18:37,Full-time,Travel_Rarely,11,Office,13,Data Analyst,3,2208.0,Active
816,EMP00816,43,Male,Divorced,4,Medical,2022-10-09 04:19:47,Full-time,Travel_Frequently,41,Office,2,Manager,4,,Active
817,EMP00817,30,Male,Divorced,1,HR,2015-03-04 06:21:14,Full-time,Travel_Frequently,19,Office,19,Sales Executive,2,3386.0,Active
818,EMP00818,22,Male,Married,1,HR,2019-12-25 02:01:26,Full-time,Travel_Frequently,11,Hybrid,11,Software Engineer,1,2094.0,Active
819,EMP00819,33,Female,Married,3,Life Sciences,2010-04-16 05:45:13,Contract,Non-Travel,4,Hybrid,1,Data Analyst,2,2517.0,Active
820,EMP00820,22,Male,Divorced,5,Medical,2015-11-16 03:41:09,Full-time,Travel_Rarely,23,Office,1,HR Manager,3,3454.0,Active
821,EMP00821,40,Female,Divorced,1,Life Sciences,2022-12-05 11:48:15,Full-time,Travel_Frequently,5,Remote,8,Sales Executive,5,,Active
822,EMP00822,21,Female,Married,1,HR,2017-09-05 01:49:53,Full-time,Travel_Frequently,49,Hybrid,13,Data Analyst,5,,Active
823,EMP00823,57,Male,Divorced,2,Medical,2019-04-23 17:54:43,Full-time,Non-Travel,5,Hybrid,8,Manager,2,1145.0,Active
824,EMP00824,29,Female,Married,1,Medical,2016-02-02 07:58:39,Full-time,Non-Travel,18,Remote,2,Manager,1,3009.0,Active
825,EMP00825,37,Male,Married,5,Life Sciences,2018-09-22 03:51:57,Full-time,Travel_Rarely,17,Hybrid,8,Manager,5,,Active
826,EMP00826,29,Female,Married,2,Life Sciences,2021-07-05 04:09:28,Full-time,Travel_Rarely,3,Remote,14,Data Analyst,5,,Active
827,EMP00827,31,Female,Single,4,HR,2015-01-13 01:13:47,Full-time,Travel_Frequently,43,Remote,2,Sales Executive,3,3630.0,Active
828,EMP00828,35,Female,Single,4,HR,2021-11-23 01:43:44,Full-time,Travel_Frequently,49,Hybrid,13,HR Manager,3,4662.0,Active
829,EMP00829,44,Male,Divorced,2,Medical,2016-05-16 01:02:23,Contract,Travel_Frequently,8,Remote,5,Sales Executive,1,1028.0,Attrited
830,EMP00830,58,Female,Married,2,Medical,2021-11-10 06:13:27,Full-time,Travel_Frequently,40,Remote,1,HR Manager,5,,Attrited
831,EMP00831,55,Male,Single,2,Technical,2013-10-10 14:01:58,Full-time,Travel_Frequently,23,Office,9,Sales Executive,4,,Active
832,EMP00832,50,Female,Divorced,3,Technical,2015-06-14 15:41:42,Contract,Non-Travel,23,Office,20,Sales Executive,2,4848.0,Attrited
833,EMP00833,51,Female,Divorced,5,Marketing,2017-05-01 11:14:00,Full-time,Travel_Rarely,2,Hybrid,10,Data Analyst,5,,Active
834,EMP00834,25,Female,Divorced,5,HR,2019-12-24 18:17:09,Full-time,Non-Travel,39,Remote,11,Manager,2,4297.0,Attrited
835,EMP00835,34,Female,Divorced,4,Marketing,2018-10-03 04:20:45,Full-time,Travel_Rarely,21,Hybrid,18,Manager,5,,Active
836,EMP00836,31,Male,Divorced,4,Marketing,2022-02-11 08:22:05,Contract,Travel_Rarely,24,Hybrid,17,Manager,3,199.0,Active
837,EMP00837,29,Male,Married,4,Life Sciences,2020-01-21 04:40:31,Full-time,Travel_Rarely,38,Office,6,Manager,1,2121.0,Active
838,EMP00838,54,Female,Divorced,1,Life Sciences,2016-01-31 13:14:01,Contract,Non-Travel,20,Remote,11,Sales Executive,4,,Active
839,EMP00839,32,Female,Married,4,Technical,2018-03-03 21:49:38,Full-time,Travel_Frequently,39,Hybrid,4,Manager,3,2736.0,Attrited
840,EMP00840,55,Male,Single,2,Marketing,2016-12-01 02:14:04,Full-time,Travel_Rarely,27,Hybrid,1,Sales Executive,1,2267.0,Active
841,EMP00841,55,Male,Divorced,4,Technical,2010-05-01 01:20:02,Full-time,Travel_Rarely,44,Office,1,HR Manager,3,1760.0,Active
842,EMP00842,21,Male,Single,2,HR,2012-06-03 06:06:52,Full-time,Non-Travel,39,Office,18,Software Engineer,2,1457.0,Attrited
843,EMP00843,42,Male,Married,3,Medical,2020-07-03 13:46:53,Full-time,Non-Travel,7,Office,5,Software Engineer,5,,Attrited
844,EMP00844,49,Female,Married,1,Life Sciences,2014-06-10 09:32:14,Full-time,Travel_Frequently,33,Hybrid,16,HR Manager,3,795.0,Attrited
845,EMP00845,28,Female,Single,1,HR,2021-04-12 10:37:01,Full-time,Travel_Frequently,29,Remote,2,Sales Executive,1,2841.0,Active
846,EMP00846,31,Male,Divorced,5,HR,2011-08-03 18:44:09,Full-time,Travel_Rarely,10,Office,9,Manager,5,,Active
847,EMP00847,57,Male,Divorced,3,Life Sciences,2013-11-22 04:15:05,Full-time,Non-Travel,10,Office,2,Data Analyst,2,1104.0,Active
848,EMP00848,34,Male,Single,2,Life Sciences,2017-04-09 16:48:08,Full-time,Travel_Frequently,12,Remote,5,Sales Executive,2,4188.0,Active
849,EMP00849,50,Male,Single,3,Marketing,2018-12-26 04:44:29,Full-time,Travel_Frequently,3,Hybrid,20,Sales Executive,4,,Active
850,EMP00850,55,Male,Single,1,Technical,2011-03-11 11:54:18,Full-time,Travel_Frequently,3,Hybrid,17,HR Manager,5,,Active
851,EMP00851,41,Male,Divorced,2,HR,2010-11-17 01:11:05,Contract,Non-Travel,13,Remote,19,HR Manager,2,4506.0,Active
852,EMP00852,57,Female,Divorced,3,Marketing,2021-01-28 05:40:51,Full-time,Non-Travel,45,Office,10,Data Analyst,3,2492.0,Active
853,EMP00853,25,Female,Divorced,1,Marketing,2015-03-16 05:39:47,Full-time,Non-Travel,31,Remote,8,Manager,2,2178.0,Active
854,EMP00854,39,Female,Single,2,HR,2014-01-16 19:23:29,Full-time,Non-Travel,27,Hybrid,20,Software Engineer,2,4867.0,Active
855,EMP00855,34,Male,Divorced,2,HR,2011-01-01 01:10:26,Full-time,Non-Travel,6,Hybrid,11,Manager,2,3943.0,Active
856,EMP00856,46,Male,Married,1,Medical,2012-04-17 14:36:54,Full-time,Travel_Rarely,27,Office,13,Manager,4,,Active
857,EMP00857,24,Male,Single,2,Technical,2018-11-16 08:55:58,Full-time,Travel_Rarely,35,Office,13,Sales Executive,1,2713.0,Attrited
858,EMP00858,45,Female,Divorced,1,HR,2019-01-26 04:04:16,Full-time,Non-Travel,47,Remote,9,Data Analyst,2,365.0,Active
859,EMP00859,45,Male,Single,4,Life Sciences,2021-09-11 04:05:19,Contract,Travel_Rarely,9,Hybrid,5,Sales Executive,1,196.0,Active
860,EMP00860,38,Male,Married,4,Medical,2021-01-29 20:34:07,Full-time,Non-Travel,6,Hybrid,18,HR Manager,5,,Attrited
861,EMP00861,28,Female,Married,2,Technical,2011-06-14 20:26:29,Full-time,Travel_Rarely,6,Remote,8,Software Engineer,1,4231.0,Active
862,EMP00862,59,Male,Single,2,Life Sciences,2021-09-06 11:53:48,Full-time,Travel_Rarely,40,Office,20,Data Analyst,5,,Active
863,EMP00863,34,Female,Single,1,Life Sciences,2021-02-03 19:43:24,Full-time,Travel_Frequently,26,Hybrid,14,Data Analyst,4,,Active
864,EMP00864,52,Female,Married,2,Technical,2013-08-29 06:17:00,Full-time,Non-Travel,43,Hybrid,2,Manager,5,,Active
865,EMP00865,58,Male,Single,5,Medical,2017-01-31 19:14:42,Full-time,Travel_Rarely,19,Office,16,Sales Executive,5,,Active
866,EMP00866,53,Female,Married,4,Life Sciences,2015-01-17 17:38:22,Full-time,Travel_Rarely,16,Hybrid,1,Manager,3,4540.0,Active
867,EMP00867,43,Male,Married,2,Marketing,2017-12-27 18:57:24,Contract,Travel_Frequently,41,Office,13,Manager,4,,Active
868,EMP00868,35,Female,Divorced,2,Technical,2022-02-19 19:18:51,Full-time,Travel_Rarely,23,Remote,18,Data Analyst,2,2171.0,Active
869,EMP00869,53,Male,Single,3,Technical,2013-07-19 18:40:03,Full-time,Travel_Frequently,11,Office,1,Software Engineer,4,,Active
870,EMP00870,45,Female,Single,2,HR,2011-04-01 11:15:56,Full-time,Travel_Rarely,16,Office,7,HR Manager,3,2542.0,Active
871,EMP00871,37,Male,Divorced,5,Medical,2014-01-11 00:25:48,Full-time,Travel_Frequently,29,Remote,4,Manager,5,,Active
872,EMP00872,53,Female,Married,4,Marketing,2014-01-29 05:33:38,Full-time,Travel_Frequently,38,Hybrid,10,Software Engineer,4,,Attrited
873,EMP00873,22,Female,Single,3,Marketing,2021-09-21 06:24:47,Full-time,Non-Travel,49,Hybrid,8,Manager,3,2111.0,Active
874,EMP00874,34,Female,Divorced,1,HR,2015-09-14 16:28:22,Full-time,Non-Travel,48,Office,3,Software Engineer,2,3966.0,Active
875,EMP00875,59,Male,Divorced,1,Life Sciences,2019-01-24 10:52:15,Full-time,Travel_Rarely,20,Office,7,Sales Executive,5,,Active
876,EMP00876,26,Male,Single,4,Life Sciences,2022-08-24 22:59:14,Full-time,Non-Travel,21,Remote,16,HR Manager,4,,Active
877,EMP00877,26,Female,Divorced,1,Marketing,2019-04-23 04:11:09,Full-time,Non-Travel,28,Remote,20,Data Analyst,4,,Active
878,EMP00878,23,Male,Married,5,Medical,2013-05-15 12:36:09,Contract,Non-Travel,33,Hybrid,10,Sales Executive,5,,Attrited
879,EMP00879,27,Female,Divorced,2,Life Sciences,2013-08-07 05:57:39,Full-time,Travel_Rarely,40,Hybrid,13,Manager,4,,Active
880,EMP00880,28,Male,Married,4,Technical,2014-11-24 18:05:53,Full-time,Travel_Rarely,26,Remote,1,Manager,5,,Attrited
881,EMP00881,35,Female,Married,3,HR,2013-11-12 17:18:41,Full-time,Non-Travel,10,Office,7,HR Manager,3,711.0,Active
882,EMP00882,49,Male,Single,2,Medical,2014-01-14 06:28:40,Full-time,Non-Travel,34,Remote,10,HR Manager,5,,Attrited
883,EMP00883,53,Female,Divorced,1,Life Sciences,2015-06-17 18:02:23,Full-time,Travel_Rarely,9,Hybrid,12,HR Manager,2,1591.0,Active
884,EMP00884,50,Female,Married,1,Marketing,2020-08-12 11:37:20,Full-time,Non-Travel,36,Office,14,Manager,5,,Active
885,EMP00885,59,Female,Married,3,HR,2019-11-22 06:30:33,Full-time,Travel_Frequently,11,Remote,11,Manager,4,,Active
886,EMP00886,47,Female,Divorced,5,Life Sciences,2015-04-05 15:51:57,Full-time,Travel_Rarely,10,Hybrid,17,Data Analyst,5,,Active
887,EMP00887,56,Male,Married,3,Marketing,2013-08-28 08:01:53,Full-time,Travel_Rarely,46,Office,9,HR Manager,5,,Active
888,EMP00888,49,Female,Divorced,4,Life Sciences,2022-06-10 09:12:50,Full-time,Travel_Frequently,7,Office,8,Software Engineer,5,,Attrited
889,EMP00889,58,Male,Single,3,HR,2011-12-09 03:48:08,Full-time,Non-Travel,38,Office,10,Data Analyst,2,1617.0,Active
890,EMP00890,53,Male,Married,1,Technical,2017-05-12 01:30:07,Full-time,Travel_Frequently,16,Office,4,Software Engineer,2,3181.0,Attrited
891,EMP00891,57,Female,Married,5,Technical,2020-12-14 14:10:19,Full-time,Non-Travel,26,Office,5,Sales Executive,4,,Active
892,EMP00892,47,Male,Divorced,5,Marketing,2014-11-12 09:56:58,Full-time,Non-Travel,32,Remote,18,HR Manager,4,,Active
893,EMP00893,53,Male,Divorced,3,Technical,2013-12-14 16:55:25,Full-time,Travel_Rarely,31,Office,6,Data Analyst,5,,Active
894,EMP00894,24,Male,Divorced,4,HR,2022-06-06 12:57:52,Full-time,Travel_Rarely,32,Remote,10,Data Analyst,1,1932.0,Attrited
895,EMP00895,42,Female,Divorced,1,Marketing,2011-09-27 03:28:58,Full-time,Non-Travel,45,Office,18,Sales Executive,3,2554.0,Active
896,EMP00896,22,Male,Married,2,Life Sciences,2010-10-17 23:15:17,Contract,Travel_Frequently,12,Hybrid,11,Sales Executive,5,,Active
897,EMP00897,30,Male,Single,5,Medical,2022-05-22 05:39:24,Full-time,Travel_Rarely,27,Office,5,Sales Executive,3,3044.0,Attrited
898,EMP00898,25,Female,Single,3,Life Sciences,2011-09-27 13:00:22,Full-time,Non-Travel,22,Remote,3,Data Analyst,2,4050.0,Active
899,EMP00899,30,Female,Single,4,HR,2019-10-21 16:48:21,Full-time,Travel_Rarely,15,Hybrid,18,Manager,4,,Active
900,EMP00900,53,Male,Single,4,Marketing,2018-10-23 16:16:10,Full-time,Travel_Rarely,8,Hybrid,4,Software Engineer,1,3387.0,Active
901,EMP00901,58,Female,Divorced,1,Life Sciences,2017-12-29 17:26:23,Full-time,Travel_Rarely,4,Remote,8,Software Engineer,4,,Active
902,EMP00902,33,Male,Married,5,Marketing,2016-07-04 20:42:20,Full-time,Travel_Frequently,8,Hybrid,17,Sales Executive,2,691.0,Active
903,EMP00903,51,Male,Married,1,Technical,2016-12-31 10:26:28,Full-time,Travel_Frequently,23,Remote,10,Manager,5,,Active
904,EMP00904,56,Male,Married,2,Medical,2010-03-17 12:59:44,Contract,Non-Travel,16,Office,19,Manager,2,3078.0,Active
905,EMP00905,44,Female,Divorced,2,HR,2013-11-19 16:34:26,Full-time,Travel_Frequently,48,Office,1,Sales Executive,1,4867.0,Active
906,EMP00906,35,Male,Married,2,Life Sciences,2014-07-16 04:45:42,Full-time,Non-Travel,34,Remote,2,HR Manager,5,,Active
907,EMP00907,49,Female,Divorced,4,Medical,2022-06-18 01:28:14,Full-time,Non-Travel,22,Office,11,Data Analyst,5,,Active
908,EMP00908,28,Female,Married,5,HR,2022-07-09 18:42:53,Full-time,Travel_Rarely,49,Hybrid,15,HR Manager,1,2253.0,Attrited
909,EMP00909,25,Male,Single,1,HR,2012-05-05 04:26:10,Full-time,Travel_Rarely,23,Office,1,Manager,4,,Active
910,EMP00910,49,Female,Divorced,1,Technical,2017-05-03 14:42:43,Full-time,Travel_Frequently,5,Office,9,Sales Executive,5,,Active
911,EMP00911,24,Female,Married,2,Marketing,2012-04-10 22:01:32,Full-time,Non-Travel,37,Hybrid,8,Data Analyst,4,,Active
912,EMP00912,32,Female,Single,5,Marketing,2013-04-09 20:07:02,Contract,Non-Travel,44,Hybrid,1,Software Engineer,3,32.0,Attrited
913,EMP00913,22,Female,Single,5,Medical,2022-08-15 17:54:08,Contract,Travel_Rarely,7,Office,10,Manager,1,192.0,Active
914,EMP00914,47,Female,Single,3,Technical,2016-06-06 19:05:35,Full-time,Travel_Rarely,37,Office,17,Data Analyst,3,4503.0,Active
915,EMP00915,51,Male,Divorced,5,HR,2016-11-15 13:47:35,Full-time,Travel_Rarely,26,Office,18,Data Analyst,5,,Active
916,EMP00916,56,Female,Divorced,5,Technical,2013-12-01 04:55:14,Full-time,Travel_Frequently,28,Remote,16,HR Manager,1,2083.0,Attrited
917,EMP00917,56,Male,Married,1,Technical,2021-02-02 05:14:38,Full-time,Non-Travel,4,Remote,2,Software Engineer,5,,Active
918,EMP00918,46,Male,Single,5,Medical,2010-01-01 11:05:06,Full-time,Non-Travel,49,Office,17,HR Manager,1,2380.0,Active
919,EMP00919,47,Male,Married,5,Marketing,2018-02-16 19:45:55,Contract,Non-Travel,32,Office,4,HR Manager,4,,Active
920,EMP00920,25,Male,Married,1,Technical,2010-11-07 07:44:46,Full-time,Travel_Rarely,38,Hybrid,7,HR Manager,2,854.0,Active
921,EMP00921,40,Male,Single,5,Technical,2012-02-11 11:58:36,Full-time,Travel_Frequently,46,Office,9,HR Manager,2,2057.0,Active
922,EMP00922,31,Male,Married,1,Technical,2022-02-27 20:39:09,Contract,Travel_Frequently,9,Office,3,Manager,1,1302.0,Active
923,EMP00923,30,Female,Divorced,3,Life Sciences,2012-05-02 16:26:46,Contract,Travel_Rarely,36,Remote,20,Software Engineer,3,1828.0,Active
924,EMP00924,58,Female,Married,4,Technical,2013-02-08 04:03:44,Full-time,Travel_Frequently,26,Remote,5,HR Manager,1,4263.0,Active
925,EMP00925,26,Female,Single,1,Technical,2022-04-15 17:12:30,Full-time,Travel_Frequently,11,Remote,18,Manager,4,,Active
926,EMP00926,28,Male,Divorced,1,HR,2010-04-10 23:31:47,Full-time,Non-Travel,20,Hybrid,17,Manager,3,4123.0,Active
927,EMP00927,43,Female,Divorced,5,Life Sciences,2021-01-02 03:57:31,Full-time,Travel_Rarely,48,Office,7,Data Analyst,1,118.0,Attrited
928,EMP00928,46,Female,Married,1,Technical,2017-06-12 10:29:26,Full-time,Travel_Rarely,48,Remote,14,Data Analyst,1,2787.0,Attrited
929,EMP00929,32,Female,Married,2,Technical,2011-04-11 13:51:59,Full-time,Travel_Rarely,48,Hybrid,15,Sales Executive,5,,Active
930,EMP00930,46,Male,Divorced,2,Medical,2019-09-17 19:27:53,Contract,Travel_Rarely,38,Office,14,Manager,4,,Active
931,EMP00931,33,Female,Married,3,Medical,2017-04-18 13:35:25,Full-time,Non-Travel,15,Office,9,Sales Executive,4,,Active
932,EMP00932,38,Male,Single,1,Life Sciences,2020-08-07 20:51:33,Full-time,Travel_Frequently,35,Hybrid,16,Manager,2,3601.0,Attrited
933,EMP00933,45,Female,Married,5,HR,2020-06-21 22:45:08,Full-time,Travel_Frequently,9,Office,19,HR Manager,5,,Active
934,EMP00934,53,Male,Married,5,Life Sciences,2014-11-13 15:06:08,Full-time,Non-Travel,33,Hybrid,1,HR Manager,3,1072.0,Active
